x1	y1	x2	y2	celltype
233	119	294	164	1
332	43	391	84	1
571	156	639	201	1
746	278	807	330	1
7	391	66	431	1
670	544	722	601	1
480	517	552	573	1
408	497	449	539	3
325	537	374	574	3
202	587	239	609	3
6	142	47	187	2
61	131	85	158	2
66	107	101	141	2
77	99	109	126	2
38	28	67	45	2
-1	2	31	16	2
0	12	25	44	2
0	98	15	124	2
119	259	153	295	2
7	283	63	336	1
44	273	86	297	2
115	204	150	236	2
98	224	141	262	2
168	263	218	313	2
229	188	268	240	2
237	187	291	221	2
269	173	297	208	2
201	158	240	200	2
149	161	182	186	2
175	148	222	175	2
233	132	264	158	2
229	122	291	147	3
265	103	286	127	2
274	101	298	123	2
79	2	118	32	2
94	17	144	34	2
72	-1	158	35	1
150	-2	183	18	2
157	2	205	21	2
291	0	331	31	2
331	91	373	131	2
389	33	421	69	2
417	30	452	64	2
435	15	465	47	2
385	1	454	51	1
528	36	566	65	2
576	0	622	13	2
429	133	460	167	2
440	122	476	154	2
638	64	661	91	2
618	109	654	128	2
601	136	633	152	2
542	186	571	208	2
573	176	607	201	2
544	209	571	246	2
508	218	553	260	2
580	231	621	261	2
603	192	647	228	2
648	155	674	178	2
660	186	702	219	2
687	159	738	203	2
702	200	741	237	2
780	135	813	167	2
811	102	845	133	2
817	63	854	116	2
880	61	909	85	2
921	63	963	93	3
807	178	852	218	3
831	179	857	204	2
875	118	966	193	1
901	145	927	166	2
916	121	937	142	2
936	109	963	133	2
338	158	383	179	2
322	226	352	249	2
381	225	425	253	2
378	282	467	335	1
383	290	424	317	2
432	298	465	321	2
391	316	422	344	2
283	358	316	397	2
277	368	318	404	2
309	343	338	399	2
235	334	259	360	2
220	305	263	350	2
383	383	418	440	3
345	419	376	442	2
311	446	349	468	2
314	487	344	508	2
623	309	664	365	3
166	400	190	425	2
74	384	99	406	2
35	384	59	401	2
49	391	85	419	2
50	409	90	438	2
80	388	114	419	2
151	450	196	479	2
144	489	173	517	2
108	511	139	545	2
129	521	170	552	2
84	549	142	583	2
65	503	98	554	2
3	579	41	602	2
548	292	587	321	2
574	307	618	344	2
549	389	578	417	2
558	403	600	443	2
512	429	549	466	2
636	447	668	477	2
444	479	470	507	2
439	436	478	472	2
384	463	425	497	2
566	506	614	543	2
529	509	560	540	2
609	540	645	563	2
609	493	658	533	2
766	438	804	478	2
764	390	776	407	2
731	420	757	437	2
781	410	806	433	2
795	368	816	385	2
819	366	852	388	2
801	377	870	413	1
871	322	902	345	2
717	494	745	516	2
695	475	734	498	2
548	544	591	583	2
520	572	563	605	2
202	618	284	651	3
260	602	317	630	3
445	572	509	617	3
461	575	486	599	2
479	617	506	642	2
394	568	424	598	2
350	570	388	594	2
379	547	422	583	2
320	589	357	620	2
362	607	385	638	2
564	635	652	698	1
635	651	669	677	2
540	672	572	703	2
546	680	591	726	2
444	658	504	681	2
424	677	453	724	2
5	610	52	668	3
0	649	19	673	2
39	643	77	676	2
47	625	97	663	2
45	634	80	671	2
89	654	125	681	2
118	610	153	634	2
44	685	67	726	2
-1	716	44	750	2
1	746	20	770	2
57	779	96	819	2
24	812	52	844	2
12	826	31	846	2
114	796	141	819	2
75	822	107	861	2
828	428	859	455	2
595	581	637	615	2
571	744	608	770	2
585	791	613	821	2
288	759	324	787	2
201	812	240	840	2
152	822	208	865	3
199	810	217	832	2
262	839	308	871	2
312	812	419	881	1
335	851	386	879	2
369	783	404	823	2
371	764	403	789	2
379	741	430	783	2
425	748	465	776	2
435	768	465	802	2
419	797	450	823	2
414	772	468	825	1
376	902	445	960	1
379	968	465	1057	1
430	975	459	1003	2
426	994	466	1027	2
330	977	372	1015	2
301	1038	340	1070	2
239	1017	280	1051	2
145	1034	226	1088	1
97	1051	210	1113	1
96	1098	145	1138	2
88	1077	118	1107	2
29	1118	71	1146	2
0	1121	24	1145	2
0	1146	21	1166	2
