x1	y1	x2	y2	celltype
55	135	112	205	1
71	107	125	160	1
27	64	107	134	1
69	103	98	132	2
22	127	54	174	2
105	175	133	217	2
126	150	147	173	2
137	139	163	172	2
158	66	199	105	2
202	81	237	105	2
16	9	52	43	2
55	22	78	46	2
59	-1	94	20	1
186	1	285	67	1
305	1	341	36	1
329	-1	355	32	2
359	139	441	214	1
385	190	410	211	2
376	21	432	70	1
376	42	401	62	2
410	20	436	50	2
379	7	411	38	2
354	0	378	8	2
443	61	508	154	1
368	62	418	123	1
448	0	488	20	1
489	130	515	153	2
512	92	543	128	2
559	93	596	129	2
485	159	512	182	2
518	170	567	219	1
533	168	595	231	1
527	211	553	234	2
481	185	550	242	1
446	225	486	254	2
597	86	661	129	1
655	66	680	90	2
674	22	702	43	2
654	108	693	144	2
779	92	813	135	2
627	1	725	49	1
636	-1	660	14	2
759	1	808	23	2
780	7	821	48	1
831	45	882	92	1
871	40	935	118	1
880	5	909	30	2
901	11	930	41	2
821	192	857	266	3
587	196	687	285	1
624	210	647	231	2
641	198	669	215	2
628	255	655	284	2
642	256	666	278	2
692	269	728	312	1
490	281	521	301	2
618	286	644	308	2
604	292	655	355	1
623	312	685	387	1
322	282	386	356	1
255	124	330	221	1
259	162	299	194	2
294	177	334	213	2
299	133	325	159	2
265	200	301	231	2
230	205	267	241	3
182	212	232	256	1
233	227	306	290	1
163	219	190	237	2
216	235	248	258	2
233	249	258	275	2
247	274	276	301	2
292	243	321	277	2
311	244	340	270	2
294	291	315	346	3
309	301	333	346	3
318	329	348	359	2
279	290	308	315	2
263	303	294	322	2
262	326	293	354	2
288	355	313	384	2
220	350	245	367	2
121	362	178	388	3
9	286	69	337	1
3	330	46	366	1
1	268	50	308	1
48	271	78	300	2
70	249	94	278	2
19	383	54	427	2
0	347	29	374	2
93	386	186	463	1
133	466	164	500	2
108	493	140	532	2
307	365	360	416	1
297	395	347	433	1
373	391	399	417	2
418	423	446	455	2
344	480	401	542	1
520	438	551	471	1
462	336	524	371	1
523	318	562	340	2
339	279	358	300	2
109	234	134	255	2
538	362	581	417	1
493	408	537	443	1
661	387	690	414	2
676	306	702	335	2
690	357	718	391	2
813	294	851	335	2
792	283	862	358	1
863	247	942	365	1
886	237	915	265	2
915	268	941	296	2
941	307	966	334	2
929	333	954	354	2
882	336	914	364	2
908	325	934	359	2
923	348	949	373	2
908	373	928	398	2
889	370	911	392	2
811	362	847	402	1
771	373	813	400	3
885	441	942	515	1
