x1	y1	x2	y2	celltype
256	62	336	143	1
138	193	200	277	1
97	296	169	365	1
441	361	536	442	1
52	525	151	608	1
303	482	409	541	1
526	529	611	579	1
581	244	692	303	1
211	4	252	37	2
252	153	271	176	2
268	160	286	175	2
289	172	300	187	2
198	145	229	176	2
0	180	40	231	1
-1	144	51	173	1
1	77	23	110	1
0	82	8	98	2
319	103	348	131	2
541	65	574	103	2
559	182	588	212	2
574	172	630	239	3
651	204	687	235	2
361	259	411	277	3
353	268	411	286	3
303	292	330	317	2
187	297	221	341	2
150	287	179	315	2
123	271	147	295	2
124	295	159	319	2
98	316	119	338	2
39	336	72	370	2
8	389	39	414	2
172	373	204	402	2
298	343	329	374	2
378	409	411	448	2
379	351	403	378	2
383	330	460	377	1
478	258	528	306	1
453	251	489	273	2
566	259	596	290	2
744	255	786	282	2
665	242	776	297	1
790	255	862	300	3
791	236	836	269	2
641	123	677	153	2
671	133	709	160	2
627	125	736	197	1
659	102	678	116	2
667	82	808	145	1
709	105	734	119	2
729	91	766	110	2
718	106	788	138	3
832	32	871	67	2
854	54	884	98	2
842	19	878	38	2
703	325	737	349	2
711	372	741	395	2
655	446	696	476	2
575	481	618	515	2
508	463	542	498	2
651	536	696	559	3
627	373	667	433	1
703	460	790	502	1
16	438	38	457	2
0	356	10	375	2
1	365	12	396	2
29	471	72	512	3
45	505	65	524	2
153	524	176	549	2
224	458	248	495	2
185	531	205	549	2
211	538	229	558	2
300	501	321	527	2
355	176	390	211	2
321	189	342	208	2
376	130	409	151	2
389	111	414	127	2
281	0	329	34	1
331	9	381	34	2
439	0	564	21	1
687	0	716	10	2
148	421	173	448	2
26	644	63	678	2
0	633	41	679	1
40	716	88	766	3
62	742	103	788	2
188	663	220	691	2
168	631	204	673	2
302	653	348	680	2
176	658	277	715	1
118	644	191	709	1
234	693	270	720	2
508	676	593	737	1
511	748	591	795	1
484	922	585	973	1
364	992	478	1048	1
412	971	452	1017	3
43	926	134	988	1
-2	1044	29	1141	1
387	554	419	581	2
421	595	448	626	2
427	635	451	662	2
492	588	534	615	2
448	634	477	662	2
487	753	514	775	2
421	795	443	826	2
436	796	456	822	2
391	805	414	833	2
355	793	401	820	2
325	816	360	845	2
238	783	273	807	2
199	815	230	838	2
149	758	189	773	2
97	790	123	814	2
264	869	307	912	2
319	856	348	886	2
231	868	322	926	1
264	959	302	998	2
293	978	313	1006	2
102	1009	135	1042	2
47	947	75	974	2
77	935	100	963	2
106	945	134	970	2
87	963	110	991	2
216	1064	257	1098	2
152	1074	186	1116	2
627	956	665	997	2
794	540	821	567	2
746	657	785	687	2
724	673	760	713	2
708	716	748	755	2
682	758	702	778	2
694	741	747	773	2
557	684	657	752	1
770	747	794	772	2
607	842	635	871	2
633	906	667	936	2
454	925	477	950	2
492	935	516	961	2
521	925	547	955	2
765	926	800	949	2
796	931	838	966	2
846	933	872	958	2
747	880	789	913	2
803	922	904	972	1
820	771	855	813	2
851	784	876	814	2
852	762	891	818	2
833	723	873	753	2
820	742	842	762	2
793	1022	828	1057	2
833	1008	934	1065	1
339	673	368	695	2
335	688	366	715	2
324	1027	346	1050	2
342	993	367	1011	2
376	1018	406	1044	2
26	1138	74	1169	2
0	1156	11	1179	2
183	1122	213	1145	2
178	1140	208	1162	2
123	1150	157	1179	2
152	1174	227	1198	1
245	1185	277	1198	2
276	1190	300	1197	2
287	1185	322	1200	2
355	1150	407	1194	3
416	1121	441	1148	2
324	1120	358	1140	2
490	1140	641	1193	1
487	1188	521	1199	2
540	1110	567	1137	2
587	1019	630	1044	2
596	1071	632	1094	2
653	1014	694	1040	2
680	1111	728	1138	2
716	1141	751	1171	2
724	1163	755	1191	2
728	1136	821	1184	1
842	1159	878	1187	2
900	1145	931	1170	2
933	706	971	737	2
971	1016	1013	1049	2
988	686	1092	770	1
1041	706	1157	787	1
1169	717	1253	791	1
1402	708	1485	771	1
1410	1059	1493	1106	1
1476	1037	1566	1081	1
1275	700	1330	749	3
1302	754	1344	786	3
1320	777	1342	826	3
1278	770	1328	828	3
1318	857	1347	896	3
1358	876	1377	916	3
1311	904	1355	949	3
1289	902	1362	968	3
1374	891	1410	933	3
1380	927	1422	950	3
1470	1032	1510	1080	3
1528	1101	1565	1146	3
1141	938	1199	964	3
923	1042	956	1074	2
919	1069	952	1094	2
953	970	973	992	2
970	994	992	1017	2
995	985	1022	1009	2
1093	1065	1114	1092	2
1059	1056	1116	1129	3
1080	905	1111	930	2
1190	978	1217	1005	2
1317	1045	1357	1097	3
1319	1070	1345	1096	2
1299	1064	1323	1093	3
1336	1093	1356	1116	2
1366	1087	1390	1108	2
1449	1038	1470	1062	2
1552	1170	1586	1193	2
1345	1165	1424	1198	1
1497	1183	1539	1200	1
915	1160	970	1198	1
1084	1188	1110	1199	1
1162	1192	1187	1200	2
961	1075	995	1100	2
1025	802	1064	849	2
1058	830	1102	864	2
1125	815	1168	862	2
1146	809	1219	849	3
1342	750	1370	775	2
1552	878	1575	897	2
1559	920	1599	965	1
1578	933	1599	951	2
1488	909	1515	933	2
1401	987	1425	1007	2
1401	951	1504	1011	1
1233	946	1259	966	2
1247	1031	1271	1058	2
1242	1067	1277	1094	2
1232	961	1273	996	3
1304	1158	1334	1184	2
1323	727	1357	759	2
900	819	930	846	2
1510	1079	1546	1116	2
1567	806	1599	850	1
1592	784	1599	804	2
1587	758	1600	784	2
960	298	1032	431	1
795	292	868	339	1
858	559	967	628	1
1164	628	1254	679	1
1417	528	1542	610	1
1502	624	1595	687	1
1408	386	1506	440	1
1343	376	1416	432	1
1356	446	1441	492	1
1135	493	1253	543	1
1153	575	1210	649	3
1233	630	1278	668	3
890	643	921	665	2
935	634	967	663	2
956	650	985	675	2
978	609	1000	633	2
1044	631	1078	659	2
925	511	964	541	2
964	559	995	587	2
973	567	1001	605	2
932	569	973	607	2
878	578	904	604	2
890	591	912	624	2
903	607	928	638	2
954	536	977	563	2
985	432	1057	502	3
920	392	957	423	2
849	505	880	537	2
934	469	977	516	2
1072	365	1170	410	1
1116	367	1152	397	2
1200	363	1233	396	2
1198	408	1225	443	2
1266	496	1298	530	2
1300	527	1325	544	2
1348	577	1375	605	2
1392	578	1421	611	2
1559	527	1597	561	2
1499	385	1524	406	2
1525	390	1557	413	2
1443	453	1511	497	3
1464	463	1498	487	2
1343	350	1380	386	2
1159	240	1207	288	3
962	250	999	304	3
871	248	893	274	2
830	193	870	227	2
825	329	903	370	1
876	331	904	356	2
895	259	924	291	2
909	262	941	291	2
925	224	946	258	2
958	215	984	240	3
1065	513	1093	542	2
1095	557	1122	583	2
1052	606	1093	628	2
1240	571	1280	590	2
890	38	952	87	1
1183	106	1269	178	1
1303	150	1407	206	1
1533	76	1600	139	1
