x1	y1	x2	y2
48	92	123	149
0	178	46	224
509	0	544	39
648	62	689	122
261	232	326	293
348	354	388	401
56	371	119	413
275	446	339	524
481	435	553	522
683	472	734	541
669	441	733	537
704	531	754	581
769	367	819	426
709	169	755	230
686	148	741	223
756	9	823	69
780	41	816	87
888	281	951	321
853	248	933	340
884	285	954	353
861	353	932	444
888	482	948	544
390	487	437	538
130	591	207	657
161	591	203	648
66	650	131	725
71	768	126	816
86	850	157	932
286	700	353	769
621	714	679	798
544	705	605	782
572	817	632	901
589	837	632	877
569	871	636	935
525	838	616	969
488	767	538	828
391	837	456	915
611	804	688	895
781	777	859	847
831	945	909	1036
852	1009	934	1074
520	1040	599	1135
69	1040	139	1105
954	1020	1021	1099
1205	1079	1251	1131
1259	1126	1301	1190
1158	1080	1268	1159
1379	984	1466	1097
1467	901	1569	991
1487	941	1551	1023
1370	1151	1431	1200
1252	944	1304	1002
1284	796	1335	893
1272	749	1376	873
1170	756	1254	867
1005	778	1080	889
1022	789	1125	879
1572	723	1599	806
1006	691	1054	749
983	706	1063	762
989	565	1081	660
1252	479	1339	591
1189	399	1245	475
971	371	1057	467
950	376	1009	435
1499	315	1586	393
1381	303	1435	386
1350	258	1460	354
1263	225	1338	329
1564	136	1599	186
1527	12	1590	84
1245	-1	1315	31
1148	36	1229	94
1082	41	1124	97
1036	1	1131	43
1077	117	1123	167
1552	0	1600	19
718	10	777	67
1044	430	1100	484
1155	133	1217	186
