x1	y1	x2	y2
80	51	80	51
78	46	163	166
178	93	348	233
400	138	508	292
502	137	612	292
395	325	478	411
721	290	815	411
684	26	781	147
791	1	883	106
416	482	511	579
727	520	853	640
928	572	1031	683
961	248	1057	415
1050	291	1223	450
981	74	1139	198
1222	341	1340	472
1355	265	1459	434
253	588	433	721
629	608	743	730
739	766	905	904
320	803	465	907
533	559	667	656
-4	449	107	594
-1	327	43	478
1126	643	1268	775
1359	612	1464	740
476	858	585	976
396	870	529	1024
400	978	619	1097
933	982	1042	1122
1100	963	1294	1087
905	832	983	955
1431	773	1537	923
1547	306	1598	408
1017	2	1151	59
1205	1	1323	162
1244	-2	1379	87
1252	377	1324	468
1235	673	1294	723
366	1140	450	1200
680	1144	753	1198
742	1117	875	1204
1210	1118	1310	1198
369	0	477	54
-1	-1	120	72
