x1	y1	x2	y2	celltype
371	151	448	216	1
270	220	353	290	1
260	291	320	361	1
196	188	258	277	1
217	57	250	103	3
400	25	439	68	1
420	57	446	92	2
423	27	453	52	2
357	5	386	30	2
209	25	235	43	2
217	16	243	32	2
236	43	262	63	2
236	34	270	60	2
189	56	213	81	2
164	46	197	73	2
161	25	186	47	2
2	23	26	48	2
10	15	40	38	2
50	52	76	74	2
8	73	34	102	2
48	86	77	115	2
266	67	303	89	2
199	82	235	105	2
31	170	65	197	2
6	130	61	183	1
78	144	110	177	2
95	166	145	213	1
134	199	164	226	2
175	143	203	166	2
187	140	215	163	2
190	169	223	188	2
228	168	251	204	2
271	185	295	216	2
284	195	315	215	2
309	207	342	227	2
329	225	357	248	2
251	262	281	291	2
271	279	293	304	2
76	261	135	286	2
119	269	152	302	1
93	206	153	260	1
43	212	82	243	2
16	203	52	246	1
6	195	35	228	2
15	273	48	302	2
24	306	69	335	3
3	325	63	351	3
5	300	30	318	2
108	345	152	379	3
80	368	142	401	3
143	416	200	439	3
215	389	272	419	3
264	411	291	435	2
259	436	286	464	2
234	449	263	473	2
255	465	291	498	2
187	469	221	499	2
130	460	165	481	2
152	494	198	526	3
108	528	138	563	3
73	525	110	554	2
97	493	123	511	2
49	432	92	482	1
57	434	96	460	2
54	404	88	436	2
56	392	87	412	2
4	342	66	379	3
-1	349	21	378	2
-1	382	23	411	2
18	410	48	438	2
61	566	87	587	2
161	521	190	555	2
270	517	298	540	2
326	513	360	542	3
458	450	506	470	3
439	417	472	454	2
457	413	505	437	3
365	370	421	404	3
386	378	415	402	2
285	392	340	415	3
346	465	368	489	2
338	301	369	326	2
333	312	363	332	2
304	310	322	332	2
311	322	330	340	2
369	256	418	284	1
384	201	421	237	1
360	121	387	147	2
368	103	395	131	2
377	100	402	122	2
386	105	419	124	2
390	118	416	138	2
415	136	448	163	2
435	115	451	134	2
450	172	474	204	2
474	158	505	185	2
483	178	513	207	2
467	230	489	250	2
527	202	568	247	1
520	230	568	267	1
542	248	577	277	2
542	195	590	230	1
515	165	547	187	2
477	122	502	141	2
508	110	559	150	2
457	82	499	119	2
475	1	520	33	1
403	1	457	25	1
535	46	566	76	2
529	70	555	96	2
561	114	586	151	2
605	104	636	134	2
629	89	657	116	2
639	47	666	73	2
609	4	638	24	2
614	133	636	161	2
644	168	671	195	2
709	139	732	170	2
700	149	729	172	2
747	165	769	188	2
717	121	764	157	1
764	91	789	112	2
790	62	828	90	2
759	55	788	80	2
727	56	757	80	2
676	46	714	73	2
704	24	743	59	2
687	181	713	206	2
719	160	746	183	2
727	183	759	206	2
710	206	746	235	2
671	216	702	240	2
659	184	688	204	2
633	219	663	251	2
593	211	645	252	1
567	264	590	286	2
816	152	841	182	2
831	154	867	177	2
893	108	940	158	1
931	175	956	201	2
892	191	923	212	3
850	205	909	248	3
792	209	846	264	3
781	219	828	249	3
899	237	931	277	2
850	280	876	306	2
783	283	847	323	3
811	291	836	318	2
734	304	773	336	2
782	341	805	361	2
737	329	778	375	2
880	360	915	394	1
792	376	848	409	3
704	380	748	437	1
697	373	776	445	1
705	401	732	430	2
681	411	708	440	2
694	427	722	456	2
654	403	680	424	2
642	418	661	434	2
610	426	635	444	2
584	442	615	464	2
578	462	623	494	2
669	304	702	332	2
605	335	625	354	2
589	349	613	370	2
555	357	584	384	2
528	361	550	381	2
533	380	561	404	2
541	400	565	425	2
494	368	519	389	2
473	382	494	399	2
450	372	480	402	2
423	365	468	398	1
426	334	471	362	1
436	339	467	365	2
426	304	447	318	2
412	251	430	272	2
452	294	472	320	2
527	285	553	306	2
389	426	431	467	1
334	518	395	566	1
412	474	452	505	2
441	527	470	555	2
622	555	654	580	2
598	570	622	594	2
726	567	750	582	2
767	538	818	585	1
804	572	826	602	2
820	551	845	576	2
832	469	864	500	2
836	445	866	469	2
776	439	831	502	1
725	469	753	493	2
689	471	725	507	2
656	450	690	484	2
606	474	648	505	2
930	554	965	585	2
902	488	980	560	1
929	567	953	589	2
800	563	897	624	1
761	604	808	636	2
590	603	626	632	2
777	0	805	15	2
117	-1	148	11	2
818	1	847	17	2
835	9	862	45	1
836	52	876	83	2
926	55	954	85	2
927	282	963	315	2
915	395	954	439	2
936	376	977	416	2
920	393	983	455	1
38	501	83	573	1
401	516	439	544	2
127	617	164	654	1
110	639	140	663	1
92	655	131	688	1
23	654	86	737	1
24	657	59	706	2
54	659	81	693	2
168	658	198	687	2
204	688	225	708	2
200	702	234	730	3
208	640	244	679	2
248	626	287	659	2
331	684	371	720	1
408	637	504	735	1
454	639	503	713	1
389	644	429	677	2
426	659	454	681	2
514	697	537	724	2
496	592	522	625	2
522	729	599	830	1
343	659	368	680	2
398	684	423	711	2
419	707	448	730	2
374	708	404	729	2
336	719	369	736	2
351	738	391	781	1
312	744	340	767	2
306	722	334	747	2
293	727	319	754	2
199	785	248	821	1
146	770	171	797	2
189	757	237	786	2
235	745	270	772	2
10	804	33	824	2
-1	815	20	836	2
118	871	146	898	2
74	933	106	957	2
15	994	43	1015	2
1	988	13	1016	2
-1	958	19	987	1
5	1025	37	1053	1
83	1026	115	1058	2
155	989	187	1019	2
227	1005	255	1030	2
263	1012	283	1037	2
289	1064	318	1088	2
123	1063	152	1090	2
68	1079	107	1109	2
14	1080	51	1107	2
1	1105	50	1132	2
168	932	226	983	1
189	876	217	909	2
250	854	280	885	2
251	843	277	867	2
253	888	278	913	2
258	867	308	946	1
280	873	297	893	2
276	933	302	956	2
316	914	344	940	2
313	884	338	912	2
316	828	343	864	2
349	815	373	843	3
375	817	408	844	2
338	779	378	814	1
341	835	437	931	1
446	837	536	902	1
503	842	546	881	1
501	841	525	860	2
489	809	522	838	2
460	810	492	842	2
545	827	604	878	1
578	845	601	872	2
570	882	592	909	2
538	882	569	917	2
568	933	605	955	2
673	876	709	910	2
597	676	631	708	2
608	737	633	769	2
618	708	652	736	2
624	618	674	672	1
621	583	696	681	1
804	612	868	648	3
826	633	855	668	2
888	608	909	632	2
898	621	920	643	2
902	606	932	634	2
930	632	972	684	3
901	675	939	727	3
895	654	923	679	2
949	679	972	712	2
967	656	991	688	2
861	714	895	743	3
860	746	896	793	3
790	688	823	729	2
755	759	792	798	2
802	715	857	768	1
908	762	937	782	2
886	795	917	826	2
903	807	937	855	2
856	832	916	904	1
887	874	915	901	2
871	911	915	944	3
743	876	813	964	1
780	866	813	898	2
793	878	819	912	2
760	850	785	874	2
769	828	787	852	2
777	836	799	854	2
939	929	972	962	2
877	969	910	1005	2
871	999	899	1020	2
902	1009	930	1035	2
833	944	916	1047	1
845	1025	930	1096	1
886	1097	925	1121	2
738	1035	805	1083	1
772	1034	835	1084	1
789	1049	836	1094	3
775	1004	804	1030	2
800	1010	829	1031	2
802	982	829	1008	2
736	985	792	1011	3
657	995	690	1025	2
691	1021	718	1053	2
632	982	657	1003	2
279	1131	308	1184	3
256	1108	286	1133	2
203	1109	251	1142	1
255	1135	285	1163	2
238	1156	269	1186	2
148	1146	234	1200	1
10	1142	59	1166	2
2	1155	39	1201	1
379	1061	405	1096	2
377	1011	406	1036	2
392	991	420	1011	2
397	964	420	989	2
429	983	471	1010	2
451	997	492	1025	3
477	1019	511	1043	2
493	1042	524	1083	3
502	984	533	1011	2
590	1034	615	1055	2
592	1056	617	1080	2
596	1068	622	1095	2
551	1063	591	1100	1
532	1055	565	1079	2
505	1060	538	1093	2
540	1085	559	1109	2
486	1095	535	1138	1
498	1104	559	1158	1
496	1145	554	1195	1
826	1162	856	1193	2
804	1173	841	1196	2
950	853	1016	912	1
974	872	1012	904	2
1020	911	1051	947	3
1055	913	1093	942	2
1059	865	1111	932	1
1106	871	1212	956	1
1128	848	1201	938	1
1147	830	1199	896	1
1223	797	1290	863	1
1216	757	1258	801	1
1281	857	1347	926	1
1300	822	1387	862	1
1403	1052	1459	1116	1
1514	893	1573	958	1
947	967	1020	1071	1
994	988	1070	1078	1
1077	973	1124	1019	3
1091	1017	1115	1044	2
991	1008	1024	1054	2
1058	1080	1086	1109	2
1045	1104	1071	1125	2
1054	1116	1099	1150	2
996	1119	1022	1151	2
975	1111	1001	1135	2
976	1145	1008	1174	2
971	1164	1000	1195	2
1194	1190	1214	1198	2
1041	1172	1062	1193	2
947	1152	982	1177	2
1257	1146	1303	1177	3
1277	1148	1328	1197	1
1385	1119	1416	1148	2
1255	1086	1277	1111	2
1237	1114	1262	1138	2
1218	1078	1272	1142	1
1247	1051	1281	1077	2
1258	1030	1323	1090	1
1289	1031	1334	1070	1
1302	997	1328	1020	2
1318	1002	1352	1036	2
1280	1000	1315	1025	3
1378	970	1409	1002	3
1455	975	1483	1014	2
1501	868	1533	910	3
1536	885	1557	909	2
1553	868	1581	895	2
1546	926	1570	950	2
1586	944	1601	984	1
1426	828	1459	870	1
1428	839	1465	869	2
1449	818	1487	844	2
1357	805	1379	826	2
1306	811	1338	843	2
1336	851	1359	877	2
1357	855	1388	887	1
1321	877	1349	905	2
1279	903	1302	923	2
1299	910	1321	932	2
1222	904	1259	944	3
1194	875	1224	899	2
1176	864	1198	884	2
1153	790	1184	831	1
1119	812	1147	834	2
1011	743	1055	792	1
987	786	1023	813	2
1027	718	1055	747	2
1193	951	1280	1022	1
1235	978	1279	1018	1
1446	907	1483	969	3
1281	780	1317	802	2
1241	728	1274	751	2
998	641	1021	666	2
990	616	1015	643	2
1082	609	1112	638	2
1288	713	1327	759	1
1458	710	1493	744	3
1488	700	1515	720	2
1485	702	1535	762	1
1493	736	1533	771	2
1486	778	1550	826	1
1403	785	1447	816	2
1515	580	1570	698	1
1511	615	1543	647	2
1549	653	1581	681	2
1585	578	1600	614	2
1430	648	1461	681	2
1408	613	1442	643	2
1361	614	1421	662	1
1314	645	1360	700	1
1412	575	1446	609	1
1463	564	1490	601	2
1497	569	1522	590	2
1490	590	1519	621	2
1207	595	1258	664	1
1142	563	1226	641	1
1170	563	1204	593	2
1224	583	1243	612	2
1233	580	1263	612	2
1234	563	1269	589	2
1561	1079	1595	1110	2
1559	1122	1600	1170	1
1493	1160	1580	1202	1
1498	1171	1532	1198	2
996	506	1053	560	1
1021	557	1051	590	2
1033	574	1057	594	2
965	469	993	538	3
1121	518	1164	564	1
1142	518	1223	567	1
1203	541	1224	564	2
1174	551	1197	560	2
1164	529	1219	567	2
1306	534	1342	565	2
1261	548	1301	594	2
1273	492	1321	555	1
1223	501	1249	524	2
1230	483	1254	504	2
1191	499	1219	524	2
1166	496	1196	519	2
1152	486	1177	503	2
1137	491	1169	514	2
1161	472	1182	494	2
980	255	1027	357	1
1004	245	1040	280	1
1026	139	1104	215	1
1079	151	1134	213	1
1116	163	1158	211	3
1022	103	1073	153	3
1001	90	1046	131	1
1016	70	1046	101	2
1003	17	1025	38	2
938	-1	990	34	1
1090	94	1131	117	2
1091	56	1111	79	2
1078	1	1126	42	1
1077	-1	1115	24	3
1033	7	1071	40	3
1031	35	1093	74	3
1044	12	1085	50	1
1108	55	1133	76	2
1123	66	1147	87	2
1137	38	1165	64	2
1173	0	1206	43	3
1188	5	1213	26	2
1213	50	1240	81	3
1178	20	1221	59	1
1252	54	1284	84	2
1070	216	1117	263	3
1052	213	1086	245	2
1055	192	1086	217	2
1065	253	1098	281	2
1096	254	1123	278	2
1097	235	1121	261	2
1125	306	1164	331	3
1141	318	1172	345	2
1116	347	1142	373	2
1141	302	1158	316	2
1193	375	1218	396	2
1177	247	1238	292	1
1178	270	1200	288	2
1214	218	1244	263	1
1256	252	1297	307	3
1276	220	1299	245	2
1331	168	1367	214	1
1364	93	1396	140	1
1428	95	1493	153	1
1452	103	1495	149	1
1481	97	1522	144	1
1424	44	1470	67	3
1409	58	1446	95	1
1387	93	1442	149	1
1316	18	1351	45	2
1207	1	1259	42	1
1266	0	1310	17	2
1347	236	1371	271	2
1341	155	1398	236	1
1369	169	1400	213	1
1330	145	1357	170	1
1316	384	1338	410	2
1313	374	1334	391	2
1237	343	1275	374	2
1251	377	1287	406	2
1358	374	1386	410	1
1410	426	1443	456	3
1464	401	1488	449	3
1445	321	1460	352	3
1472	259	1518	306	1
1386	313	1430	340	3
1372	310	1434	372	1
1377	294	1401	320	2
1382	275	1404	294	2
1403	284	1425	306	2
1419	257	1447	286	2
1428	241	1455	264	2
1447	238	1476	268	2
1465	423	1528	505	1
1547	450	1579	479	2
1559	455	1588	495	2
1551	420	1572	440	2
1584	366	1599	389	2
1578	299	1599	320	2
1547	289	1574	313	2
1534	271	1561	298	2
1544	254	1571	284	2
1521	248	1554	269	2
1457	160	1490	194	1
1487	156	1523	182	2
1519	137	1544	162	2
1418	159	1443	184	2
1496	185	1524	211	2
1556	148	1590	188	1
1526	72	1554	96	2
1494	40	1524	70	2
1522	37	1546	64	2
1568	8	1596	41	2
1523	4	1547	24	2
1562	0	1593	13	2
1576	13	1601	54	2
1317	72	1344	103	2
338	55	383	98	1
336	100	370	136	2
160	272	177	293	2
198	294	222	311	2
166	307	193	340	2
132	236	220	305	1
346	598	401	645	1
434	1029	477	1098	1
444	1117	474	1152	2
523	989	590	1062	1
708	476	828	562	1
887	318	930	357	2
