x1	y1	x2	y2
256	62	336	143
138	193	200	277
97	296	169	365
441	361	536	442
52	525	151	608
303	482	409	541
526	529	611	579
581	244	692	303
0	180	40	231
-1	144	51	173
1	77	23	110
383	330	460	377
478	258	528	306
665	242	776	297
627	125	736	197
667	82	808	145
627	373	667	433
703	460	790	502
281	0	329	34
439	0	564	21
0	633	41	679
176	658	277	715
118	644	191	709
508	676	593	737
511	748	591	795
484	922	585	973
364	992	478	1048
43	926	134	988
-2	1044	29	1141
231	868	322	926
557	684	657	752
803	922	904	972
833	1008	934	1065
152	1174	227	1198
490	1140	641	1193
728	1136	821	1184
988	686	1092	770
1041	706	1157	787
1169	717	1253	791
1402	708	1485	771
1410	1059	1493	1106
1476	1037	1566	1081
1345	1165	1424	1198
1497	1183	1539	1200
915	1160	970	1198
1084	1188	1110	1199
1559	920	1599	965
1401	951	1504	1011
1567	806	1599	850
960	298	1032	431
795	292	868	339
858	559	967	628
1164	628	1254	679
1417	528	1542	610
1502	624	1595	687
1408	386	1506	440
1343	376	1416	432
1356	446	1441	492
1135	493	1253	543
1072	365	1170	410
825	329	903	370
890	38	952	87
1183	106	1269	178
1303	150	1407	206
1533	76	1600	139
1575	165	1600	204
848	140	946	179
906	-1	971	24
221	772	297	818
1578	1163	1599	1199
126	0	153	13
