x1	y1	x2	y2	celltype
302	128	368	186	3
324	1	370	76	3
55	17	115	51	3
14	0	79	37	3
31	63	90	114	1
191	94	270	137	1
31	166	100	211	1
77	224	155	266	3
97	228	134	260	2
14	234	48	270	2
0	212	34	240	3
20	172	42	198	2
2	123	35	143	2
23	125	56	150	2
80	83	112	104	2
97	74	140	117	2
215	86	239	111	2
189	147	207	166	2
181	134	204	158	2
199	118	233	148	2
266	60	306	95	2
300	76	324	103	2
274	97	302	125	2
288	140	319	166	2
257	8	284	35	2
244	0	269	12	2
316	0	352	40	2
346	11	389	50	2
419	59	449	89	2
449	62	513	120	1
397	7	468	54	1
554	26	652	97	1
537	59	593	112	1
502	103	566	164	1
573	108	612	137	3
571	173	618	190	3
368	189	401	221	3
654	211	714	240	3
790	207	819	228	2
847	225	886	264	2
755	191	872	252	1
832	240	928	306	1
503	173	544	212	2
514	164	548	185	2
430	233	457	258	2
312	92	389	135	1
308	74	367	130	1
391	112	422	142	2
455	75	492	96	2
504	-1	537	11	2
793	0	839	39	2
842	14	874	43	2
869	19	929	68	1
818	33	860	72	2
781	95	814	121	2
539	217	562	238	2
531	239	554	259	2
559	254	593	286	2
583	284	624	309	2
596	191	622	213	2
622	187	651	209	2
704	199	731	229	2
667	269	696	299	2
622	315	646	338	2
427	343	482	404	1
223	302	297	388	1
241	254	310	302	1
226	203	266	241	2
210	269	240	295	2
200	252	276	298	1
241	309	270	334	2
276	339	301	363	2
301	405	348	449	2
367	381	397	424	2
383	330	422	408	3
307	468	370	494	3
216	434	283	463	3
263	446	334	479	3
268	448	294	469	2
239	430	270	452	2
192	435	228	469	2
158	429	197	458	2
31	398	74	435	2
-2	395	19	420	2
15	423	41	451	2
22	476	101	523	1
105	512	145	550	2
39	479	66	502	2
68	480	88	500	2
108	546	182	607	1
181	566	209	607	2
265	525	292	555	2
274	520	349	586	1
336	539	359	562	2
476	403	545	462	1
546	410	587	450	2
618	393	685	464	1
662	408	687	432	2
723	330	761	361	2
748	324	791	348	2
778	263	814	286	2
762	175	789	198	2
919	260	947	287	2
940	253	967	279	2
914	365	951	396	2
931	368	952	389	2
871	434	893	453	2
677	368	728	414	1
686	493	725	527	2
760	495	792	530	2
836	442	869	475	2
876	462	899	482	2
931	499	961	522	2
857	556	887	588	2
891	567	921	601	2
846	560	901	608	1
678	558	706	584	2
450	519	540	558	1
422	514	507	569	1
476	550	548	604	1
590	518	638	557	3
578	496	599	521	2
591	514	615	541	2
583	22	606	46	2
667	466	694	500	2
661	494	686	526	2
590	591	631	624	2
355	556	391	620	3
563	563	640	597	1
572	561	603	583	2
671	596	716	647	1
720	677	780	735	1
860	612	906	669	3
576	650	664	714	1
379	696	483	762	1
436	669	493	707	3
356	741	417	802	3
428	720	464	756	2
394	697	415	727	2
370	682	394	705	2
398	663	416	683	2
432	658	455	675	2
507	700	531	727	2
522	673	556	705	2
532	712	563	741	2
554	720	579	745	2
649	747	676	764	2
656	757	676	781	2
477	808	499	827	2
441	820	470	841	2
487	833	511	858	2
546	860	591	896	2
133	177	159	204	2
578	424	614	459	2
147	679	209	725	1
172	672	230	728	1
38	562	91	599	2
86	691	135	729	2
19	641	76	676	2
1	625	23	649	2
0	604	9	624	2
59	705	83	729	2
96	637	147	711	1
223	624	245	642	2
243	620	276	650	2
291	662	314	692	3
286	683	311	701	2
305	676	332	708	2
281	710	329	743	3
249	758	282	788	2
202	775	227	796	2
153	768	194	810	2
40	779	86	816	2
0	764	26	877	1
11	843	34	865	2
105	828	133	859	2
98	842	135	876	2
142	834	212	895	1
124	821	203	889	1
217	815	249	847	2
286	870	388	943	1
250	974	288	1011	3
239	971	277	998	2
228	914	270	947	2
249	898	279	928	2
312	887	343	916	2
305	855	335	897	2
316	825	350	865	2
328	870	376	909	3
145	972	227	1014	3
162	952	213	983	2
1	963	126	1031	1
627	844	654	867	2
648	824	720	884	1
732	731	803	781	1
862	693	939	753	1
886	718	918	742	2
907	716	932	745	2
933	715	960	739	2
813	737	860	772	2
835	741	880	766	2
706	649	742	683	2
605	884	656	914	3
579	892	610	914	2
655	880	693	903	2
788	856	865	896	1
802	850	843	903	2
960	844	984	872	2
603	893	632	920	2
609	948	646	980	2
468	936	516	971	2
388	933	417	968	2
420	927	460	946	2
398	937	475	980	1
154	1038	242	1089	1
49	1026	89	1064	2
16	1026	56	1055	2
1	1040	40	1102	1
20	1083	66	1112	2
12	1187	33	1198	2
213	1122	306	1189	1
343	1069	418	1138	1
348	1069	382	1103	2
389	1151	418	1174	2
449	1007	474	1036	2
447	1079	477	1106	2
471	1157	490	1179	2
445	1099	485	1141	2
596	989	629	1020	2
595	972	672	1025	3
662	937	690	963	2
652	1110	679	1130	2
589	1072	665	1125	1
678	1079	706	1107	2
704	1162	734	1194	2
719	1167	749	1196	2
741	1173	779	1195	2
841	1111	863	1129	2
689	974	763	1017	1
749	1010	803	1057	1
779	991	820	1029	2
729	953	767	987	2
764	956	806	988	2
816	1025	840	1049	2
829	1028	854	1055	2
846	994	897	1039	2
858	964	894	993	2
936	1057	959	1082	2
924	1085	946	1107	2
963	1042	1007	1086	2
993	1102	1046	1156	1
932	1162	980	1181	3
1104	1156	1153	1190	3
1002	1162	1048	1189	3
1000	1178	1035	1199	2
1164	1169	1201	1199	2
1163	1155	1199	1174	2
1205	1149	1247	1179	2
1261	1156	1315	1198	1
991	888	1058	955	1
995	912	1026	947	2
1033	945	1076	978	2
994	829	1062	877	1
1088	880	1117	902	2
1091	867	1114	883	2
1168	794	1199	839	2
1188	814	1254	886	1
1245	847	1269	868	2
1194	914	1226	960	2
1122	938	1153	967	2
1147	974	1174	997	2
998	1022	1026	1054	2
1008	1000	1035	1038	2
838	1192	857	1199	2
1418	1182	1467	1198	2
1476	1171	1522	1197	3
1492	1131	1530	1173	2
1539	1154	1568	1177	2
1462	996	1493	1022	2
1466	1023	1489	1058	2
1529	963	1574	1009	2
1498	1000	1599	1074	1
1584	1051	1602	1088	2
1347	1035	1422	1097	1
1379	1056	1469	1133	1
1380	1057	1405	1080	2
1361	1023	1396	1048	2
1421	1026	1459	1053	2
1266	1036	1294	1062	2
1282	1026	1302	1056	2
1248	1068	1269	1089	2
1246	1071	1292	1107	2
1217	912	1243	939	2
1229	940	1254	964	2
1247	912	1285	948	2
1296	816	1345	874	1
1355	846	1426	894	1
1403	842	1431	863	2
1443	884	1539	941	1
1501	891	1531	915	2
1459	881	1539	952	1
1574	788	1600	843	1
1588	834	1601	854	2
1591	910	1599	928	2
1407	792	1445	817	2
1324	775	1343	796	2
1194	738	1231	769	2
1193	769	1226	800	2
1236	739	1273	764	2
1355	675	1393	710	2
1165	652	1188	672	2
1132	671	1157	693	2
1206	635	1237	662	2
1184	609	1213	640	2
1036	624	1056	649	2
1015	609	1040	630	2
1026	703	1043	722	2
1057	703	1079	723	2
971	726	998	752	2
1169	687	1223	737	1
1103	649	1169	699	1
1150	612	1273	661	1
1352	624	1394	653	2
1468	618	1503	655	2
1553	615	1600	683	1
1546	627	1599	665	1
1055	670	1077	692	2
1003	613	1060	667	1
894	641	945	669	2
982	450	1019	519	3
958	523	982	548	2
958	539	995	574	2
1007	568	1033	595	2
1001	522	1098	601	1
1037	583	1055	605	2
1069	605	1100	626	2
1080	581	1110	606	2
1084	507	1132	594	1
1079	518	1102	544	2
1127	517	1151	548	2
1129	561	1161	590	2
1013	372	1043	397	2
1024	358	1070	407	1
1049	340	1069	365	2
1045	325	1065	349	2
975	248	995	275	2
966	324	1007	356	2
995	309	1018	328	2
1146	381	1188	415	3
1149	400	1184	427	2
1166	418	1222	469	3
1159	443	1196	487	2
1160	477	1194	537	2
1182	470	1236	516	3
1213	497	1239	518	2
1294	568	1345	598	3
1370	538	1404	570	2
1395	528	1422	555	2
1425	536	1452	561	2
1374	521	1428	576	1
1405	462	1436	486	2
1447	475	1466	496	2
1533	438	1556	461	2
1545	498	1596	524	3
1511	454	1591	534	1
1587	462	1600	486	2
1474	414	1546	471	1
1438	361	1521	447	1
1360	332	1462	409	1
1431	380	1457	407	2
1383	332	1415	360	2
1332	337	1378	376	2
760	388	793	410	2
1119	207	1144	233	2
1114	205	1203	256	1
1236	228	1315	314	1
1253	211	1278	232	2
1330	186	1369	223	2
1358	244	1401	284	2
1316	265	1354	295	2
1425	257	1452	281	2
1436	269	1472	304	2
1564	248	1597	272	2
1578	237	1599	255	2
1411	187	1449	215	2
1392	210	1419	230	2
1092	145	1115	168	2
1239	113	1277	142	2
1148	33	1178	49	2
1029	101	1049	120	2
992	49	1035	88	2
1332	147	1371	182	2
1482	141	1521	168	2
1477	51	1527	81	2
1502	35	1527	56	2
1394	21	1437	54	3
1370	15	1408	45	3
1313	-1	1338	25	2
1311	26	1339	45	2
1323	49	1358	76	2
1237	1	1302	58	1
1088	89	1188	148	1
1186	104	1242	178	1
1033	132	1119	197	1
1039	155	1065	178	2
1075	170	1101	196	2
964	61	1093	145	1
961	123	986	148	2
978	37	1058	81	1
1063	12	1154	73	1
1579	19	1600	40	2
