x1	y1	x2	y2
221	188	260	246
225	223	260	285
196	113	227	160
232	114	266	166
187	8	223	84
176	52	200	97
200	54	226	91
200	399	234	430
47	415	106	444
7	464	43	493
148	466	174	509
124	507	158	545
713	541	746	593
725	559	752	594
745	545	777	586
776	98	841	117
204	1040	284	1078
331	758	376	797
439	596	466	636
447	579	469	611
637	699	677	746
620	682	657	717
456	914	487	975
773	932	804	968
358	1106	402	1131
559	1158	595	1199
1238	1119	1271	1165
1546	1113	1583	1182
1566	981	1598	1023
1412	451	1453	489
1468	445	1506	475
1211	491	1238	517
1224	366	1274	411
1509	471	1544	498
1484	325	1528	373
1566	205	1598	273
1353	335	1390	372
1496	123	1540	160
1398	53	1421	80
1425	40	1454	72
1113	253	1140	302
974	114	1039	137
1091	163	1112	202
1094	209	1119	241
1100	238	1127	270
