x1	y1	x2	y2
36	0	138	70
146	1	269	40
219	1	290	101
54	108	183	182
-2	178	35	251
1	252	58	364
33	260	115	340
356	157	483	249
277	298	397	394
153	430	283	518
143	625	266	735
136	665	235	805
498	272	589	408
666	273	763	430
860	52	946	155
533	0	619	57
1031	49	1166	165
1220	70	1290	185
1158	265	1268	355
1425	-1	1506	40
1519	258	1601	375
1444	284	1570	464
1226	414	1365	481
975	352	1147	490
1045	481	1162	590
1441	499	1561	633
1399	559	1514	669
1322	605	1404	686
1448	659	1549	757
911	681	1081	779
629	664	737	766
531	468	637	561
1382	128	1508	236
785	802	883	946
499	840	576	949
1415	1003	1536	1108
1227	1123	1318	1199
1157	1122	1243	1198
811	986	988	1060
1157	1123	1245	1197
1073	1034	1161	1136
482	1093	619	1202
175	1038	271	1142
371	765	448	857
492	710	563	845
628	435	718	573
910	576	1020	655
1083	677	1223	774
986	767	1117	869
769	1064	874	1169
-1	657	24	811
91	933	191	1031
1	1015	112	1139
547	858	633	980
1555	949	1597	1036
1196	891	1289	993
731	808	805	941
909	689	1000	751
879	396	969	502
1047	290	1133	411
37	996	122	1102
