x1	y1	x2	y2	celltype
473	144	507	203	3
250	167	272	212	3
697	206	756	237	3
37	29	68	85	3
74	45	108	69	2
6	46	29	66	2
0	0	25	22	2
54	-1	85	14	2
2	68	28	104	2
2	105	35	136	2
39	105	71	135	2
23	140	81	189	1
40	172	74	217	2
0	156	25	201	2
35	198	70	227	2
71	208	107	253	2
80	252	100	268	2
115	229	134	251	2
104	260	130	283	2
82	270	114	293	2
53	288	90	311	2
45	294	90	319	2
207	260	246	296	2
151	294	180	322	2
168	228	191	251	2
214	201	243	225	2
247	136	277	169	2
235	93	288	169	1
186	-1	248	53	1
130	44	174	89	1
148	31	170	56	2
179	15	208	43	2
262	32	309	67	2
203	50	235	76	2
302	90	336	118	2
323	126	350	151	2
332	138	354	163	2
350	132	378	154	2
292	153	325	178	2
382	187	406	211	2
410	214	436	238	2
340	244	415	314	1
373	248	404	272	2
427	270	451	297	2
431	270	448	284	2
303	291	327	311	2
290	308	309	325	2
265	294	292	323	2
259	289	306	347	1
392	302	415	325	2
389	330	410	350	2
322	378	360	409	2
275	418	303	440	2
250	454	283	491	2
220	455	265	489	2
215	490	254	516	2
190	487	222	521	2
179	513	209	540	2
149	480	174	500	2
17	520	62	594	1
40	564	72	586	2
58	444	79	466	2
96	300	129	339	3
82	342	111	364	3
59	317	83	348	2
13	365	36	388	2
-1	287	17	305	2
124	332	153	362	2
137	313	164	339	2
97	379	122	405	2
96	422	155	498	1
103	444	142	468	2
93	514	120	540	2
293	453	360	530	1
297	511	320	536	2
274	494	304	514	2
167	459	222	503	1
246	538	265	559	2
212	536	242	571	2
250	553	274	580	2
311	545	345	573	2
364	437	388	462	2
382	423	416	457	2
397	458	433	490	2
374	481	409	522	2
397	518	424	544	2
447	387	483	444	3
518	425	567	473	1
574	439	618	482	1
603	418	625	442	2
510	387	538	408	2
495	376	551	416	2
493	353	528	392	2
519	349	562	389	2
479	289	522	327	2
475	138	558	217	1
506	126	538	163	2
508	100	535	126	2
529	118	562	145	2
455	59	485	89	2
426	99	465	130	2
390	104	421	131	2
368	95	396	118	2
475	45	507	80	2
462	31	490	62	2
484	28	516	54	2
464	1	497	24	2
251	0	307	16	1
515	22	548	49	2
545	61	574	80	2
555	40	608	73	2
509	68	548	99	2
551	89	583	131	3
563	114	597	139	2
584	251	620	280	2
553	230	602	268	1
611	270	640	293	2
604	241	675	327	1
645	249	678	283	2
670	212	718	253	2
676	277	733	342	1
713	262	762	297	2
792	259	832	305	1
699	256	724	279	2
698	276	725	301	2
683	296	708	324	2
667	318	696	344	2
655	339	687	368	2
674	339	707	367	2
636	385	703	468	1
670	398	701	424	2
748	379	781	394	2
730	339	755	371	2
742	402	766	423	2
520	476	544	503	2
553	490	588	517	2
573	511	605	560	3
567	475	634	595	1
569	537	597	568	2
517	511	571	573	1
549	565	581	592	2
448	546	485	572	2
696	77	734	122	3
665	51	731	96	1
669	49	694	73	2
671	-1	722	43	1
677	-1	709	39	2
743	57	764	76	2
752	63	776	85	2
756	23	791	54	2
785	7	809	38	3
842	16	873	48	2
857	79	882	104	2
774	106	806	133	2
770	138	798	172	2
867	125	893	154	2
892	0	923	13	2
855	1	950	47	1
803	-1	848	9	2
901	172	944	239	3
908	207	946	235	2
894	206	936	245	2
858	193	915	231	1
870	214	897	233	2
861	236	886	258	2
874	249	903	274	2
841	242	863	267	2
897	254	932	279	2
886	280	915	315	2
894	278	916	299	2
863	272	901	297	2
909	280	946	306	2
898	317	921	343	2
917	330	944	375	3
908	373	940	389	2
929	377	958	402	2
912	397	953	475	3
854	465	915	488	3
878	350	906	381	2
848	351	880	382	2
848	399	879	426	2
869	405	896	434	2
824	475	879	524	1
708	434	785	503	1
666	508	716	560	1
732	530	763	558	2
751	511	782	539	2
773	526	815	566	2
756	550	782	573	2
905	530	934	567	2
914	561	943	586	2
85	570	115	598	2
330	152	374	195	2
404	47	446	96	1
240	258	269	292	2
0	338	39	392	1
172	407	238	450	1
282	361	315	410	2
335	419	364	448	2
602	370	639	407	2
491	591	530	647	3
566	587	597	619	3
591	626	631	661	2
414	653	438	673	2
377	636	437	704	1
402	684	435	715	2
371	670	405	695	2
307	657	350	709	1
364	695	408	734	1
374	699	414	726	2
323	716	364	748	2
321	717	347	743	2
330	618	362	642	3
572	858	634	896	3
590	871	628	918	3
408	914	450	955	3
359	1021	389	1071	3
276	1101	319	1143	3
350	1119	392	1167	3
704	1041	735	1103	3
723	758	748	810	3
122	1058	195	1136	1
79	1012	174	1095	1
147	590	179	613	2
156	577	200	606	2
270	599	309	628	2
290	632	319	663	2
281	685	325	707	2
262	694	286	714	2
239	641	265	661	2
156	632	176	659	2
97	635	135	667	2
60	602	95	634	2
1	636	29	667	2
-1	596	13	619	2
51	691	79	717	2
54	733	95	781	1
15	728	61	762	1
0	762	35	790	2
1	805	51	844	1
0	786	36	808	1
1	813	13	828	2
28	830	58	852	2
84	787	122	811	2
142	723	167	744	2
159	715	217	774	1
164	752	184	771	2
175	784	201	805	2
109	691	135	721	2
95	669	114	690	2
339	778	364	798	2
321	799	344	824	3
371	818	400	836	2
411	777	432	794	2
421	771	443	789	2
364	850	399	882	2
81	852	120	895	2
90	876	131	903	2
113	884	141	906	2
55	895	84	918	2
8	892	44	917	2
131	939	172	972	2
166	928	188	950	2
173	912	218	982	1
107	962	134	990	2
118	968	145	1000	2
152	978	178	1000	2
100	988	129	1021	2
79	987	107	1009	2
10	1028	51	1063	2
28	1051	60	1080	2
9	1077	35	1104	2
0	1067	38	1144	1
42	1077	69	1109	2
66	1057	88	1079	2
69	1030	96	1059	2
79	1074	105	1100	2
80	1089	108	1112	2
146	1120	174	1155	2
91	1130	142	1177	1
144	1158	171	1185	2
163	1153	187	1177	2
226	1085	255	1116	2
236	1060	296	1115	1
270	1023	300	1057	3
212	1003	241	1022	2
147	1035	202	1078	1
177	1037	205	1061	2
296	913	322	940	2
300	903	333	930	2
303	949	326	971	2
263	918	300	950	2
333	985	359	1016	2
366	1009	396	1037	2
417	1055	449	1079	2
371	1122	401	1146	2
366	1141	401	1177	2
332	1153	365	1180	2
299	1154	326	1177	2
453	1160	530	1199	1
347	1161	438	1200	1
421	1106	447	1144	2
454	1108	498	1136	2
484	1134	516	1162	2
530	1138	558	1163	2
488	1048	524	1072	2
534	1068	564	1092	2
558	1087	588	1113	2
479	976	523	1026	1
480	952	531	988	1
474	970	516	994	2
450	910	487	947	2
422	896	480	923	1
438	931	463	956	2
465	854	490	885	2
509	818	538	837	2
525	854	553	878	2
509	869	543	899	2
542	892	564	911	2
586	921	610	944	2
597	948	627	972	2
609	995	657	1027	1
627	1031	652	1054	2
617	1050	647	1087	2
653	1116	678	1140	2
656	1155	681	1180	2
639	1170	668	1201	2
771	1142	806	1173	2
704	1102	723	1130	3
666	955	755	1026	1
730	954	768	977	2
663	904	688	931	3
543	760	571	784	2
492	755	522	783	2
534	805	563	835	2
583	835	602	854	2
550	748	570	766	2
495	656	520	682	2
477	599	509	633	2
438	578	481	621	1
441	589	507	675	1
654	629	675	650	2
690	598	715	624	2
686	610	766	704	1
663	681	714	734	1
677	634	723	677	3
710	617	736	631	2
743	585	766	607	2
751	595	779	623	2
762	672	783	693	2
778	666	810	702	2
733	707	759	730	2
642	709	668	730	2
586	746	615	775	2
655	736	679	756	2
607	689	639	711	2
689	768	718	797	3
676	793	702	818	2
666	833	698	871	1
738	842	765	889	3
656	857	684	879	2
743	1037	770	1054	2
788	1024	823	1047	2
825	1037	854	1068	2
846	1059	870	1082	2
858	1107	882	1128	2
861	1127	882	1151	2
835	1120	865	1140	2
824	1133	848	1162	2
879	1171	900	1197	2
874	1066	938	1130	1
938	1047	956	1068	2
904	1004	927	1026	2
859	965	882	989	2
840	947	871	977	2
853	924	881	948	2
860	893	884	916	2
797	882	833	909	2
