x1	y1	x2	y2
615	299	656	318
684	272	715	292
704	270	742	285
679	177	720	224
449	427	494	480
401	375	464	417
187	331	239	352
39	189	78	214
224	482	267	528
213	467	270	508
143	513	199	563
166	506	201	540
300	559	341	592
461	584	491	614
227	11	281	21
236	0	274	35
538	145	564	175
819	0	840	63
925	22	966	68
922	107	956	147
468	382	500	403
338	505	388	542
833	294	872	331
25	612	73	638
98	577	134	608
683	795	750	822
715	752	742	781
741	721	764	752
666	943	697	998
655	1056	692	1111
561	679	594	754
831	757	882	801
936	798	973	883
412	757	440	812
30	1086	76	1128
98	1026	149	1062
425	1072	456	1111
446	1166	484	1199
531	1151	565	1184
550	1109	582	1142
1027	1137	1116	1182
1319	1138	1386	1184
1408	1092	1465	1140
1513	1067	1572	1115
1457	1090	1512	1117
1467	1036	1497	1084
1465	941	1499	1000
1483	811	1540	863
1503	736	1542	791
1512	702	1546	760
1183	723	1225	779
1537	540	1564	594
1491	534	1544	585
1234	377	1276	403
1333	137	1378	184
966	0	1032	45
