x1	y1	x2	y2
59	49	84	73
13	77	36	98
5	67	27	84
0	27	7	44
8	112	29	130
1	116	12	129
71	204	109	228
88	241	127	272
116	211	139	240
130	237	156	262
154	219	185	248
143	202	172	233
177	190	202	214
176	209	202	229
194	237	221	261
202	263	229	293
163	0	197	24
238	0	277	17
241	78	269	98
258	69	284	93
298	145	341	182
346	62	372	85
393	47	414	71
379	163	427	194
451	99	488	132
445	79	477	99
544	57	570	76
557	55	583	76
607	25	624	46
604	60	631	85
647	117	673	139
665	139	692	159
549	136	583	172
522	95	557	126
550	98	574	121
565	107	596	131
485	170	512	194
469	180	499	209
537	180	564	197
561	185	590	207
475	254	499	271
494	253	514	276
485	279	501	296
519	238	541	255
275	252	292	267
283	321	310	351
313	308	342	335
332	326	348	341
348	375	371	393
332	380	354	400
325	411	347	435
219	374	246	402
209	386	236	410
150	392	173	410
9	294	48	318
45	292	81	319
14	450	41	470
10	430	35	453
68	458	102	486
67	480	92	509
52	477	75	511
106	474	139	507
125	450	163	475
4	536	25	553
0	553	16	584
128	599	145	614
237	524	262	545
262	511	289	537
437	367	457	384
551	332	587	366
513	379	539	411
492	364	520	393
481	393	509	419
493	439	529	461
489	452	510	485
552	495	577	522
586	455	622	486
625	454	657	505
656	491	699	532
673	524	701	548
726	486	755	520
728	515	752	544
711	536	737	564
668	188	695	212
674	211	689	234
660	214	679	231
682	208	698	233
631	236	660	267
718	97	744	117
713	74	742	99
739	52	765	76
688	1	715	13
789	82	828	111
844	101	869	124
801	118	830	139
916	40	943	65
873	9	902	29
847	0	871	20
907	177	936	211
829	198	864	229
781	211	802	235
759	235	781	255
729	258	760	292
854	352	878	381
896	347	929	384
857	423	885	443
921	253	942	279
941	267	964	295
961	272	985	296
955	311	979	334
950	338	975	364
943	373	964	397
877	568	906	597
959	597	987	622
606	578	635	612
424	552	454	574
278	551	312	596
322	545	366	583
205	612	237	647
84	617	117	647
128	668	150	687
84	703	112	729
1	689	33	718
4	721	28	749
31	699	60	724
138	736	166	769
155	762	181	785
118	806	147	837
103	829	133	852
91	837	117	864
21	795	46	817
102	885	130	917
199	827	225	854
193	856	217	888
228	899	251	922
44	937	72	972
-1	923	18	949
145	948	176	978
152	933	181	959
225	966	263	993
212	978	252	1016
200	1013	226	1042
234	1016	258	1036
288	1042	320	1061
301	1017	326	1043
366	985	389	1008
360	927	385	952
374	918	398	940
342	903	377	924
306	814	339	845
325	710	348	731
342	712	375	742
306	680	341	712
328	677	349	694
348	670	387	702
487	628	507	647
566	657	605	687
592	640	618	668
749	684	784	720
879	649	913	678
680	725	706	749
715	794	751	819
607	707	628	732
625	739	643	771
527	718	553	754
563	790	587	811
586	777	613	797
581	791	607	816
550	867	584	896
594	938	621	964
609	914	640	941
526	809	554	829
514	813	542	838
508	794	540	816
493	803	523	830
475	784	500	807
518	760	544	787
516	779	544	803
455	838	484	859
428	850	456	887
426	901	448	923
464	886	486	909
387	843	414	869
391	897	417	921
471	980	491	998
529	1015	558	1047
602	1032	637	1064
732	877	759	905
750	890	780	918
753	841	788	880
670	859	695	883
679	875	706	899
697	863	726	889
727	843	754	869
794	782	824	808
815	836	847	875
831	822	862	861
801	956	828	984
713	956	743	983
946	896	976	926
856	965	897	1003
887	1053	908	1084
566	1112	593	1131
592	1115	619	1143
735	1124	768	1161
810	1109	832	1131
194	1103	216	1124
77	1020	102	1043
-1	1102	16	1136
1	1071	25	1104
16	1056	43	1088
74	1163	105	1186
416	1157	449	1183
622	1096	669	1149
840	997	934	1105
920	1035	947	1065
942	1031	972	1062
972	1027	1000	1060
965	1058	991	1075
947	1071	973	1094
1028	1080	1056	1104
1028	1109	1056	1138
1061	1120	1085	1143
1029	1160	1061	1194
1068	1153	1108	1185
1286	1135	1314	1181
1293	1182	1322	1203
1311	1174	1333	1195
1154	1054	1177	1077
1197	1045	1220	1069
1217	1044	1245	1059
1377	1017	1403	1042
1402	977	1433	1013
1409	955	1440	987
1468	1028	1501	1062
1467	1069	1498	1098
1559	945	1588	976
1567	919	1597	947
1536	978	1559	1001
1517	1045	1550	1076
1538	1026	1569	1051
1438	1160	1465	1185
1450	1170	1481	1200
1256	918	1295	954
1418	903	1458	938
1248	849	1276	875
1245	817	1279	850
1329	838	1357	864
1306	829	1342	853
1296	849	1327	869
1300	871	1326	888
1128	776	1155	798
999	869	1023	893
999	947	1022	977
1116	870	1138	892
1139	861	1158	883
1088	852	1114	880
1126	809	1159	847
975	782	1010	819
1076	995	1105	1029
1567	664	1599	694
1556	633	1599	664
1513	632	1538	656
1505	657	1536	690
1376	623	1421	656
1324	624	1353	653
1263	643	1305	674
1272	700	1296	725
1295	696	1324	727
1219	690	1261	726
1145	676	1166	700
1029	679	1054	701
957	654	987	678
984	573	1012	608
1007	600	1039	633
1006	542	1034	569
1043	602	1074	630
1053	626	1077	649
1022	629	1053	659
1116	618	1142	639
1185	594	1214	621
1192	572	1215	593
1209	571	1235	593
1140	539	1167	566
1270	517	1302	551
1228	529	1257	555
1334	516	1363	548
1404	435	1433	463
1440	417	1466	446
1402	412	1433	441
1376	426	1401	449
1334	424	1360	450
1231	468	1257	492
1236	369	1263	396
1047	376	1087	413
1032	405	1066	444
963	372	990	395
967	347	999	372
1004	342	1037	371
1021	356	1052	381
994	372	1021	395
1389	567	1429	603
1504	272	1536	297
1520	289	1560	326
1571	303	1593	329
1551	341	1577	389
1528	347	1574	386
1450	358	1482	390
1405	291	1440	323
1375	362	1397	382
1325	195	1360	235
1315	281	1357	327
1287	292	1327	325
1272	316	1303	344
1254	290	1288	319
1225	275	1262	308
1206	227	1253	269
1377	159	1402	183
1507	145	1529	174
1543	126	1571	158
1491	175	1525	204
1460	171	1488	193
1569	101	1598	130
1590	178	1598	198
1513	23	1535	41
1496	26	1526	66
1406	38	1427	58
1198	9	1225	33
1174	1	1200	20
973	71	998	103
944	46	982	86
1029	16	1061	54
1055	1	1085	12
1070	43	1093	68
1080	51	1107	79
1111	45	1136	74
1037	55	1074	71
1044	68	1071	90
1032	82	1059	106
1111	106	1134	129
1068	126	1092	148
976	143	999	166
1005	143	1042	174
1146	225	1168	253
1069	243	1090	265
1132	294	1188	326
1163	316	1186	342
1101	321	1128	347
1116	309	1144	343
1072	193	1103	219
1066	171	1092	198
1056	173	1074	200
390	248	439	290
197	285	221	314
1510	401	1575	438
1212	26	1248	64
891	68	928	104
