x1	y1	x2	y2
1559	965	1585	998
1562	851	1588	872
1551	863	1599	900
1546	890	1584	924
1462	833	1502	868
1411	824	1446	851
1350	864	1378	889
1421	1079	1447	1098
1445	1098	1467	1122
1462	852	1492	884
1469	1085	1491	1113
1513	1105	1549	1135
1526	1132	1563	1177
1423	1114	1475	1154
1339	813	1370	843
1250	801	1280	830
1254	861	1287	892
1222	888	1246	914
1205	920	1230	942
1230	931	1254	951
1271	934	1296	955
1261	906	1289	931
1201	966	1233	992
1027	973	1052	1002
1134	1035	1163	1060
1069	1080	1098	1119
1104	1099	1137	1131
1254	1185	1280	1196
1222	1140	1248	1162
1344	1176	1372	1197
1499	778	1536	810
1427	653	1468	699
1384	667	1411	691
1305	683	1333	713
1289	659	1321	689
1288	627	1322	657
1296	587	1334	616
1331	608	1360	638
1360	605	1392	628
1197	634	1227	659
1233	740	1257	762
1168	739	1209	770
1150	762	1186	787
1185	713	1230	746
1112	699	1146	725
1152	888	1203	925
1028	1018	1069	1054
990	1074	1027	1136
979	1136	1021	1197
914	1123	947	1158
881	1149	911	1189
867	1055	896	1080
995	999	1024	1030
733	1159	761	1194
774	1023	800	1048
718	1031	747	1058
748	986	782	1013
654	1058	689	1095
607	1075	635	1109
605	1147	646	1185
545	1179	574	1198
495	1066	520	1094
476	1095	509	1127
438	1035	483	1072
415	1028	459	1075
383	1055	420	1080
370	1110	411	1140
293	1140	328	1169
181	1156	224	1199
174	1125	200	1149
229	1102	256	1127
235	1073	258	1096
255	1030	301	1081
230	967	256	996
252	897	285	960
252	949	290	984
437	849	462	880
460	857	488	884
493	863	522	886
504	900	548	930
505	932	530	959
451	888	490	919
417	900	453	939
430	932	465	966
180	916	211	946
640	976	666	1009
660	958	694	980
674	940	725	985
665	858	693	891
690	860	718	898
624	904	651	930
529	960	554	989
553	970	586	1000
788	890	821	927
815	929	837	947
826	921	872	962
812	852	841	882
834	820	878	858
894	862	915	891
896	802	931	830
921	871	956	896
942	905	994	945
1002	904	1042	931
1003	872	1039	897
994	781	1033	804
1006	754	1030	778
1046	677	1073	705
783	746	815	786
810	750	839	778
835	757	864	785
852	709	882	739
836	655	876	713
837	625	865	653
1006	538	1033	564
745	705	781	732
717	703	752	725
680	738	702	773
560	680	584	708
560	702	588	734
555	773	585	800
485	813	516	837
481	730	510	761
509	674	546	709
486	627	511	649
449	621	473	645
301	617	326	638
341	631	382	653
308	647	349	670
311	677	346	707
379	667	420	692
270	690	323	721
270	615	311	645
210	588	250	619
304	514	345	547
319	467	367	506
279	457	326	491
352	499	400	540
380	493	418	523
425	491	459	514
458	530	485	550
448	548	478	575
317	766	348	795
326	803	353	834
532	555	559	583
641	480	680	528
687	528	729	571
750	475	781	512
701	440	731	463
1063	558	1090	585
1026	610	1085	644
1098	512	1131	535
1050	500	1090	533
1118	450	1149	471
1176	557	1206	588
1281	516	1313	545
940	439	973	456
905	455	949	479
880	410	931	460
1247	457	1279	476
1402	424	1437	453
1349	415	1371	433
1406	467	1440	496
1382	473	1414	504
1445	551	1473	582
1536	517	1563	542
1544	540	1569	571
883	980	918	1007
929	320	968	356
976	278	1010	312
1059	328	1085	353
1047	349	1073	383
1173	152	1213	189
1230	52	1266	87
1239	150	1274	184
1269	191	1306	221
1311	221	1359	263
1332	270	1357	299
1207	329	1238	356
1103	275	1155	318
1080	259	1119	289
1374	208	1410	235
1375	259	1402	292
1434	187	1463	210
1393	153	1449	175
1470	178	1497	205
1459	158	1498	207
1513	15	1544	43
1437	44	1493	86
1587	16	1600	48
966	49	998	79
863	27	892	57
884	22	912	48
930	9	951	51
879	-1	927	26
980	-1	1017	13
766	70	797	93
775	94	809	118
766	118	799	146
806	203	837	235
673	125	697	148
680	166	705	193
756	193	782	214
763	219	793	241
763	248	799	272
781	273	824	299
785	294	822	325
763	310	795	341
681	312	714	335
691	273	720	301
707	247	735	284
724	273	751	308
612	300	645	328
551	172	585	205
552	55	576	82
595	23	625	53
639	104	680	130
641	87	690	111
647	36	683	69
708	0	743	35
645	0	684	18
1129	108	1163	138
1104	83	1131	102
1132	73	1157	94
1102	140	1134	167
534	395	596	425
476	386	508	429
458	319	491	350
479	113	520	148
432	4	469	30
391	13	427	44
431	29	455	55
403	241	431	268
405	288	433	322
368	251	393	282
526	313	554	334
323	281	350	301
297	253	317	272
294	368	319	390
223	394	257	433
234	201	276	240
237	250	277	282
287	181	316	204
264	120	306	150
299	80	344	106
221	99	250	133
93	1159	122	1185
121	1178	168	1200
1	1160	33	1200
72	1037	116	1075
122	1042	154	1082
108	1073	143	1113
132	886	163	932
116	810	148	843
160	792	193	823
194	634	232	660
64	548	96	575
0	790	18	810
36	811	86	842
66	515	100	546
399	113	440	152
416	85	459	120
108	82	137	105
78	87	102	114
75	267	109	296
65	354	96	381
0	366	33	402
141	10	177	49
215	1	249	34
78	0	122	27
220	370	260	393
248	354	286	381
