x1	y1	x2	y2
1376	534	1422	575
1544	353	1587	394
1566	371	1598	405
1263	623	1293	654
848	413	878	451
781	511	822	556
732	606	772	644
907	285	965	351
944	179	971	255
972	185	1000	236
900	67	1012	125
1024	738	1136	819
611	759	672	843
627	828	668	889
194	604	214	645
231	438	251	478
532	353	583	398
853	834	898	899
744	967	774	1014
1315	911	1354	969
1338	973	1384	1021
1325	829	1361	888
207	925	242	950
53	945	117	1042
90	894	144	953
221	258	246	317
193	8	226	65
238	527	214	473
189	641	240	691
425	489	473	534
298	265	336	318
689	259	741	297
892	379	932	427
-7	654	-1	654
35	700	-3	654
621	782	657	844
200	885	239	928
339	897	369	1029
535	1042	563	1097
1262	1041	1283	1081
1372	1147	1404	1185
1339	1165	1362	1199
1486	885	1532	1010
975	209	1041	228
183	466	215	514
