x1	y1	x2	y2
210	16	321	106
241	74	360	133
104	137	193	236
119	192	219	297
54	285	138	381
192	250	314	322
215	222	319	320
257	257	371	338
385	251	473	326
515	203	618	318
604	240	707	305
490	40	564	123
674	-1	768	59
666	101	790	208
833	37	936	105
253	383	353	485
277	449	357	543
81	486	160	553
11	420	92	524
594	399	719	479
773	143	837	243
925	148	998	270
1027	118	1125	245
1071	165	1136	235
1232	74	1353	124
1303	290	1419	345
1310	440	1429	514
1143	444	1223	512
1195	526	1294	578
1380	92	1469	207
935	472	1035	545
841	364	927	443
1009	584	1089	674
1101	709	1181	776
1201	756	1308	809
818	539	922	643
793	556	875	649
690	485	787	578
646	554	759	654
619	503	723	602
1381	94	1520	207
1524	473	1600	527
1563	680	1599	739
824	756	913	875
1066	825	1193	887
1475	1023	1542	1142
1272	1060	1401	1156
1209	1095	1349	1164
1302	764	1409	856
1038	965	1113	1068
977	869	1056	962
859	983	938	1091
786	1005	879	1079
758	931	841	1019
682	861	762	936
683	981	764	1061
659	1028	746	1127
780	1075	851	1196
812	1129	906	1191
1481	781	1574	869
1513	810	1592	910
150	535	254	619
58	581	163	673
202	574	313	677
336	575	416	653
587	665	700	743
407	632	524	718
523	782	585	863
539	895	627	977
557	1125	623	1196
422	945	508	1023
315	998	403	1078
151	1002	258	1090
313	1117	399	1191
341	1106	476	1198
375	845	471	933
257	690	346	755
246	729	339	788
127	663	188	769
73	758	173	825
13	765	107	860
24	661	152	751
21	983	95	1090
173	1065	269	1151
129	904	216	1020
92	887	203	940
169	852	272	930
403	718	493	824
252	880	370	983
178	941	269	1014
1121	1158	1190	1199
-1	1131	72	1176
0	1014	30	1099
0	881	30	943
748	1172	804	1199
1308	0	1367	31
