x1	y1	x2	y2
97	228	134	260
14	234	48	270
20	172	42	198
2	123	35	143
23	125	56	150
80	83	112	104
97	74	140	117
215	86	239	111
189	147	207	166
181	134	204	158
199	118	233	148
266	60	306	95
300	76	324	103
274	97	302	125
288	140	319	166
257	8	284	35
244	0	269	12
316	0	352	40
346	11	389	50
419	59	449	89
790	207	819	228
847	225	886	264
503	173	544	212
514	164	548	185
430	233	457	258
391	112	422	142
455	75	492	96
504	-1	537	11
793	0	839	39
842	14	874	43
818	33	860	72
781	95	814	121
539	217	562	238
531	239	554	259
559	254	593	286
583	284	624	309
596	191	622	213
622	187	651	209
704	199	731	229
667	269	696	299
622	315	646	338
226	203	266	241
210	269	240	295
241	309	270	334
276	339	301	363
301	405	348	449
367	381	397	424
268	448	294	469
239	430	270	452
192	435	228	469
158	429	197	458
31	398	74	435
-2	395	19	420
15	423	41	451
105	512	145	550
39	479	66	502
68	480	88	500
181	566	209	607
265	525	292	555
336	539	359	562
546	410	587	450
662	408	687	432
723	330	761	361
748	324	791	348
778	263	814	286
762	175	789	198
919	260	947	287
940	253	967	279
914	365	951	396
931	368	952	389
871	434	893	453
686	493	725	527
760	495	792	530
836	442	869	475
876	462	899	482
931	499	961	522
857	556	887	588
891	567	921	601
678	558	706	584
578	496	599	521
591	514	615	541
583	22	606	46
667	466	694	500
661	494	686	526
590	591	631	624
572	561	603	583
428	720	464	756
394	697	415	727
370	682	394	705
398	663	416	683
432	658	455	675
507	700	531	727
522	673	556	705
532	712	563	741
554	720	579	745
649	747	676	764
656	757	676	781
477	808	499	827
441	820	470	841
487	833	511	858
546	860	591	896
133	177	159	204
578	424	614	459
38	562	91	599
86	691	135	729
19	641	76	676
1	625	23	649
0	604	9	624
59	705	83	729
223	624	245	642
243	620	276	650
286	683	311	701
305	676	332	708
249	758	282	788
202	775	227	796
153	768	194	810
40	779	86	816
11	843	34	865
105	828	133	859
98	842	135	876
217	815	249	847
239	971	277	998
228	914	270	947
249	898	279	928
312	887	343	916
305	855	335	897
316	825	350	865
162	952	213	983
627	844	654	867
886	718	918	742
907	716	932	745
933	715	960	739
813	737	860	772
835	741	880	766
706	649	742	683
579	892	610	914
655	880	693	903
802	850	843	903
960	844	984	872
603	893	632	920
609	948	646	980
468	936	516	971
388	933	417	968
420	927	460	946
49	1026	89	1064
16	1026	56	1055
20	1083	66	1112
12	1187	33	1198
348	1069	382	1103
389	1151	418	1174
449	1007	474	1036
447	1079	477	1106
471	1157	490	1179
445	1099	485	1141
596	989	629	1020
662	937	690	963
652	1110	679	1130
678	1079	706	1107
704	1162	734	1194
719	1167	749	1196
741	1173	779	1195
841	1111	863	1129
779	991	820	1029
729	953	767	987
764	956	806	988
816	1025	840	1049
829	1028	854	1055
846	994	897	1039
858	964	894	993
936	1057	959	1082
924	1085	946	1107
963	1042	1007	1086
1000	1178	1035	1199
1164	1169	1201	1199
1163	1155	1199	1174
1205	1149	1247	1179
995	912	1026	947
1033	945	1076	978
1088	880	1117	902
1091	867	1114	883
1168	794	1199	839
1245	847	1269	868
1194	914	1226	960
1122	938	1153	967
1147	974	1174	997
998	1022	1026	1054
1008	1000	1035	1038
838	1192	857	1199
1418	1182	1467	1198
1492	1131	1530	1173
1539	1154	1568	1177
1462	996	1493	1022
1466	1023	1489	1058
1529	963	1574	1009
1584	1051	1602	1088
1380	1057	1405	1080
1361	1023	1396	1048
1421	1026	1459	1053
1266	1036	1294	1062
1282	1026	1302	1056
1248	1068	1269	1089
1246	1071	1292	1107
1217	912	1243	939
1229	940	1254	964
1247	912	1285	948
1403	842	1431	863
1501	891	1531	915
1588	834	1601	854
1591	910	1599	928
1407	792	1445	817
1324	775	1343	796
1194	738	1231	769
1193	769	1226	800
1236	739	1273	764
1355	675	1393	710
1165	652	1188	672
1132	671	1157	693
1206	635	1237	662
1184	609	1213	640
1036	624	1056	649
1015	609	1040	630
1026	703	1043	722
1057	703	1079	723
971	726	998	752
1352	624	1394	653
1468	618	1503	655
1055	670	1077	692
894	641	945	669
958	523	982	548
958	539	995	574
1007	568	1033	595
1037	583	1055	605
1069	605	1100	626
1080	581	1110	606
1079	518	1102	544
1127	517	1151	548
1129	561	1161	590
1013	372	1043	397
1049	340	1069	365
1045	325	1065	349
975	248	995	275
966	324	1007	356
995	309	1018	328
1149	400	1184	427
1159	443	1196	487
1160	477	1194	537
1213	497	1239	518
1370	538	1404	570
1395	528	1422	555
1425	536	1452	561
1405	462	1436	486
1447	475	1466	496
1533	438	1556	461
1587	462	1600	486
1431	380	1457	407
1383	332	1415	360
1332	337	1378	376
760	388	793	410
1119	207	1144	233
1253	211	1278	232
1330	186	1369	223
1358	244	1401	284
1316	265	1354	295
1425	257	1452	281
1436	269	1472	304
1564	248	1597	272
1578	237	1599	255
1411	187	1449	215
1392	210	1419	230
1092	145	1115	168
1239	113	1277	142
1148	33	1178	49
1029	101	1049	120
992	49	1035	88
1332	147	1371	182
1482	141	1521	168
1477	51	1527	81
1502	35	1527	56
1313	-1	1338	25
1311	26	1339	45
1323	49	1358	76
1039	155	1065	178
1075	170	1101	196
961	123	986	148
1579	19	1600	40
1578	-1	1598	9
1446	-1	1474	7
1021	5	1059	28
745	154	793	178
159	0	200	12
1571	980	1598	1005
1061	542	1091	582
1408	401	1436	430
