x1	y1	x2	y2
69	103	98	132
22	127	54	174
105	175	133	217
126	150	147	173
137	139	163	172
158	66	199	105
202	81	237	105
16	9	52	43
55	22	78	46
329	-1	355	32
385	190	410	211
376	42	401	62
410	20	436	50
379	7	411	38
354	0	378	8
489	130	515	153
512	92	543	128
559	93	596	129
485	159	512	182
527	211	553	234
446	225	486	254
655	66	680	90
674	22	702	43
654	108	693	144
779	92	813	135
636	-1	660	14
759	1	808	23
880	5	909	30
901	11	930	41
624	210	647	231
641	198	669	215
628	255	655	284
642	256	666	278
490	281	521	301
618	286	644	308
259	162	299	194
294	177	334	213
299	133	325	159
265	200	301	231
163	219	190	237
216	235	248	258
233	249	258	275
247	274	276	301
292	243	321	277
311	244	340	270
318	329	348	359
279	290	308	315
263	303	294	322
262	326	293	354
288	355	313	384
220	350	245	367
48	271	78	300
70	249	94	278
19	383	54	427
0	347	29	374
133	466	164	500
108	493	140	532
373	391	399	417
418	423	446	455
523	318	562	340
339	279	358	300
109	234	134	255
661	387	690	414
676	306	702	335
690	357	718	391
813	294	851	335
886	237	915	265
915	268	941	296
941	307	966	334
929	333	954	354
882	336	914	364
908	325	934	359
923	348	949	373
908	373	928	398
889	370	911	392
642	431	675	475
653	419	675	435
731	454	757	475
718	478	735	494
750	479	777	496
801	457	821	476
717	552	745	578
726	581	753	602
687	569	709	591
671	510	695	535
442	491	464	521
367	546	392	569
285	476	324	511
296	491	322	512
262	491	305	522
285	477	322	501
287	449	307	486
337	598	358	619
865	591	893	614
889	578	911	601
560	551	590	576
674	625	721	663
685	620	709	642
921	614	947	643
947	711	978	752
379	625	419	655
409	631	428	661
380	667	409	695
432	692	473	732
433	682	458	713
493	657	532	696
525	720	552	745
688	711	721	747
695	737	715	763
707	737	733	761
746	730	770	751
766	715	799	739
801	735	821	764
863	755	891	775
873	760	896	794
911	737	942	767
904	736	928	753
899	697	917	715
883	704	916	736
910	721	932	734
924	760	950	786
765	871	801	907
838	857	867	881
631	853	657	879
666	946	687	966
588	957	622	979
569	955	592	975
605	972	633	997
659	1000	676	1022
