x1	y1	x2	y2
233	119	294	164
332	43	391	84
571	156	639	201
746	278	807	330
7	391	66	431
670	544	722	601
480	517	552	573
7	283	63	336
72	-1	158	35
385	1	454	51
875	118	966	193
378	282	467	335
801	377	870	413
564	635	652	698
312	812	419	881
414	772	468	825
376	902	445	960
379	968	465	1057
145	1034	226	1088
97	1051	210	1113
171	1154	235	1195
560	1002	649	1055
752	1074	813	1157
859	1019	921	1079
655	982	737	1042
672	944	767	988
794	738	860	819
1023	700	1096	757
1209	907	1258	973
1278	960	1372	1039
1148	1103	1214	1156
1224	487	1271	555
853	493	930	557
912	429	961	474
1443	529	1488	567
