x1	y1	x2	y2
657	11	700	71
668	218	691	275
151	179	181	240
0	40	25	82
27	101	59	139
41	192	78	239
-1	460	25	496
54	527	70	567
50	449	67	491
76	476	121	517
270	198	302	264
271	174	317	221
361	163	399	189
540	165	563	193
854	50	878	100
918	201	935	246
839	378	861	439
593	398	635	436
669	453	694	519
862	470	899	513
214	542	256	570
52	575	77	626
338	496	375	544
358	524	406	557
108	668	152	719
218	997	259	1044
315	972	388	1007
186	1019	207	1062
257	1087	311	1131
173	1129	216	1173
235	1149	256	1195
250	1174	275	1197
815	1060	846	1104
868	1061	909	1091
640	818	669	869
750	854	779	906
624	660	657	700
724	651	766	717
1057	981	1083	1012
1136	899	1167	948
1036	1094	1059	1138
1470	1111	1497	1159
1410	985	1443	1029
1267	1062	1293	1106
1182	798	1206	826
1190	778	1234	822
1221	795	1276	835
1187	748	1241	785
1176	715	1216	756
1162	730	1213	776
1251	766	1278	802
1256	744	1304	783
1294	806	1329	834
1317	818	1352	862
1323	803	1361	829
1350	818	1409	839
1396	812	1430	878
1369	780	1424	827
1475	910	1506	962
1564	573	1600	613
1016	361	1053	392
1121	384	1152	426
1328	215	1367	260
1127	186	1160	226
1118	25	1160	65
