x1	y1	x2	y2
217	57	250	103
24	306	69	335
3	325	63	351
108	345	152	379
80	368	142	401
143	416	200	439
215	389	272	419
152	494	198	526
108	528	138	563
4	342	66	379
326	513	360	542
458	450	506	470
457	413	505	437
365	370	421	404
285	392	340	415
892	191	923	212
850	205	909	248
792	209	846	264
781	219	828	249
783	283	847	323
792	376	848	409
200	702	234	730
349	815	373	843
804	612	868	648
930	632	972	684
901	675	939	727
861	714	895	743
860	746	896	793
871	911	915	944
789	1049	836	1094
736	985	792	1011
279	1131	308	1184
451	997	492	1025
493	1042	524	1083
1020	911	1051	947
1077	973	1124	1019
1257	1146	1303	1177
1280	1000	1315	1025
1378	970	1409	1002
1501	868	1533	910
1222	904	1259	944
1446	907	1483	969
1458	710	1493	744
965	469	993	538
1116	163	1158	211
1022	103	1073	153
1077	-1	1115	24
1033	7	1071	40
1031	35	1093	74
1173	0	1206	43
1213	50	1240	81
1070	216	1117	263
1125	306	1164	331
1256	252	1297	307
1424	44	1470	67
1410	426	1443	456
1464	401	1488	449
1445	321	1460	352
1386	313	1430	340
