x1	y1	x2	y2
412	0	498	42
494	106	561	193
344	194	409	298
235	278	313	336
112	162	173	216
470	178	521	248
153	542	229	611
382	266	452	336
533	264	583	323
571	236	633	297
695	86	756	155
732	121	787	175
868	136	915	187
891	227	943	282
776	316	863	433
417	419	482	476
397	455	446	513
641	481	714	542
739	482	820	526
789	564	848	634
366	146	412	213
107	631	145	684
82	1096	135	1149
377	794	432	853
381	632	473	677
585	704	686	809
439	1114	502	1175
536	1031	603	1109
698	1099	775	1178
669	1170	727	1199
640	862	727	931
692	730	748	783
1054	1157	1102	1198
1060	1037	1113	1087
1073	776	1142	878
1233	1167	1299	1200
1415	1112	1462	1160
1264	726	1315	773
1538	709	1583	757
1169	569	1220	614
1104	613	1168	670
1087	720	1136	802
1375	774	1413	800
1382	685	1457	772
1462	834	1519	900
1527	639	1585	692
896	682	971	744
982	780	1028	824
990	585	1030	645
1127	574	1180	639
1514	539	1591	625
1122	319	1185	392
1049	8	1125	75
1162	249	1201	293
1312	265	1357	314
1134	459	1197	524
1048	395	1117	463
1342	353	1390	400
1384	449	1426	506
1389	59	1427	112
1553	43	1594	84
1541	177	1594	248
1314	12	1376	90
1272	70	1357	138
1202	40	1258	83
1570	942	1601	1026
1582	1031	1600	1088
1436	490	1497	550
1161	218	1257	296
1177	292	1247	337
1405	248	1469	310
1388	95	1477	155
1442	135	1505	197
