x1	y1	x2	y2
151	94	202	150
529	84	564	122
676	211	719	252
807	311	844	342
643	307	682	354
698	346	734	385
558	270	606	312
664	380	713	432
695	450	737	498
720	518	750	566
630	63	669	89
334	150	381	184
510	185	562	219
548	544	595	586
282	466	305	505
50	329	97	390
87	348	136	396
126	400	164	437
140	442	170	493
109	518	156	558
10	540	61	584
-1	384	32	438
-1	301	27	361
36	309	73	360
109	450	124	478
-1	487	31	518
696	564	732	623
633	762	675	828
69	883	105	944
174	645	194	684
370	824	409	845
296	768	320	809
281	727	309	771
444	719	473	753
471	686	513	720
832	793	869	839
762	848	816	884
722	857	777	899
828	717	859	754
733	621	775	658
818	681	845	716
733	578	764	604
93	973	137	1037
18	977	79	1045
115	1053	180	1110
338	1035	387	1078
621	948	664	990
398	1026	458	1054
961	739	991	784
958	713	992	735
886	901	917	959
929	986	961	1042
998	1127	1039	1149
997	1081	1026	1116
993	986	1024	1016
1016	937	1053	987
1099	1031	1130	1068
1217	743	1244	794
1163	1082	1195	1104
1043	1085	1070	1113
1319	1092	1361	1144
1367	1068	1388	1116
1375	1053	1421	1108
1443	1079	1504	1122
1416	1039	1464	1099
1489	770	1510	801
1495	785	1528	836
1469	657	1522	688
1557	660	1599	688
1385	610	1465	664
1333	542	1373	585
1252	381	1308	464
1220	481	1273	516
1263	465	1303	505
1426	444	1469	488
1342	252	1381	278
1311	238	1342	263
1418	32	1501	63
1504	0	1561	19
1294	14	1354	42
1259	9	1361	37
1356	81	1391	110
1421	112	1471	132
1512	48	1549	71
1150	529	1204	600
1345	578	1371	624
1370	0	1445	27
1555	10	1599	32
