x1	y1	x2	y2
527	7	595	87
421	182	504	258
197	293	258	336
142	444	213	513
833	0	877	48
696	505	777	569
752	507	849	564
362	519	417	597
298	611	374	676
106	699	209	769
685	746	764	814
612	799	695	855
385	1002	440	1070
309	1072	383	1126
231	1151	297	1200
768	957	863	1031
860	1141	911	1191
880	1160	935	1200
858	903	918	970
52	1174	111	1201
1483	1016	1550	1071
1554	878	1599	952
1542	887	1598	967
1466	1137	1539	1200
1059	871	1133	945
1290	721	1348	783
884	584	979	664
1225	591	1283	639
1158	574	1241	659
1028	56	1078	117
1167	159	1233	210
681	24	780	101
