x1	y1	x2	y2	celltype
657	11	700	71	3
668	218	691	275	3
151	179	181	240	3
11	286	80	371	1
81	50	142	107	1
57	50	83	71	2
75	51	104	74	2
20	24	46	60	2
18	11	68	70	1
0	40	25	82	3
27	101	59	139	3
39	137	63	158	2
121	143	149	168	2
41	192	78	239	3
34	254	60	279	2
68	240	92	262	2
0	261	9	285	2
-1	320	21	366	2
86	352	107	375	2
104	331	130	370	1
102	346	120	371	2
87	382	108	406	2
-1	460	25	496	3
54	527	70	567	3
50	449	67	491	3
76	476	121	517	3
143	413	186	455	2
174	388	195	410	2
199	406	236	462	1
213	388	245	418	2
229	390	255	407	2
202	346	270	409	1
224	356	256	378	2
274	346	291	363	2
298	361	319	382	2
289	400	311	426	2
189	263	228	300	1
206	261	232	280	2
182	287	207	312	2
149	299	175	319	2
212	220	240	239	2
226	195	250	220	2
244	65	274	92	2
263	89	289	114	2
231	88	288	149	1
205	69	232	89	2
286	7	310	36	2
191	20	214	41	2
193	-2	222	25	2
170	1	203	17	2
163	37	191	61	2
152	42	191	76	1
182	61	212	83	2
315	83	360	124	1
322	134	355	173	1
295	170	332	193	2
308	174	343	198	2
270	198	302	264	3
271	174	317	221	3
281	255	309	291	2
394	209	433	241	2
361	163	399	189	3
406	141	440	170	2
399	175	429	197	2
488	88	530	138	1
509	95	550	152	1
478	154	522	199	1
580	172	626	216	1
456	244	525	293	1
495	242	534	275	2
468	169	492	196	2
462	50	482	67	2
453	40	483	69	2
463	5	483	24	2
399	20	457	66	1
450	66	478	89	2
491	52	514	69	2
434	-2	474	16	2
505	-2	572	23	1
605	40	673	90	1
617	95	657	127	2
549	111	591	153	1
543	81	566	103	2
555	70	578	94	2
540	165	563	193	3
559	259	583	286	2
624	230	669	266	1
712	75	744	107	2
718	26	784	94	1
696	-1	768	35	1
781	56	803	79	2
799	40	822	63	2
812	28	839	53	2
819	2	851	32	2
863	3	900	47	1
867	12	890	41	2
866	4	943	66	1
854	50	878	100	3
822	97	853	123	2
783	76	850	132	1
868	114	894	143	2
918	201	935	246	3
909	246	935	271	2
894	260	912	283	2
894	275	917	298	2
942	216	985	277	1
935	314	973	367	1
843	400	888	455	1
839	378	861	439	3
801	358	850	449	1
782	340	811	374	2
740	286	791	349	1
719	309	754	336	1
706	341	764	401	1
778	240	826	294	1
784	226	819	267	2
791	196	825	215	2
798	197	834	228	2
782	153	822	184	2
827	146	872	190	2
771	135	792	160	2
722	156	762	184	2
720	176	764	211	2
756	189	789	219	2
725	204	778	250	1
690	202	715	226	2
571	267	603	315	1
620	330	654	354	2
638	344	664	365	2
659	342	700	380	1
676	354	708	395	1
601	369	635	403	1
594	383	620	401	2
593	398	635	436	3
669	453	694	519	3
657	472	692	497	2
692	455	743	504	1
742	437	767	463	2
832	493	857	516	2
862	470	899	513	3
856	443	928	513	1
890	484	913	507	2
909	451	931	472	2
916	427	937	447	2
889	321	925	352	2
825	308	870	357	1
966	390	989	417	2
856	510	884	540	2
831	515	862	535	2
481	375	532	447	1
497	434	520	457	2
500	360	532	381	2
492	292	538	349	1
481	284	512	321	1
372	314	429	375	1
358	339	393	369	2
341	317	365	341	1
386	285	422	306	2
445	408	469	437	2
572	406	607	466	1
614	464	638	489	2
582	489	640	535	1
623	550	649	579	2
480	562	525	610	1
525	520	549	546	2
462	486	521	533	1
445	495	475	520	2
377	422	406	450	2
330	348	385	406	1
294	398	352	455	1
362	438	396	471	2
364	463	386	486	2
355	481	384	513	2
211	467	278	543	1
209	498	247	524	2
221	516	249	543	2
214	542	256	570	3
226	565	264	589	2
227	596	257	627	2
52	575	77	626	3
28	611	52	631	2
-1	485	46	540	1
240	427	271	454	2
297	477	331	512	2
6	357	33	406	2
271	552	295	577	2
296	545	322	562	2
338	496	375	544	3
358	524	406	557	3
358	595	381	616	2
385	613	409	632	2
594	581	635	636	1
627	588	653	612	2
755	535	793	575	2
