x1	y1	x2	y2	celltype
139	114	210	211	1
-2	168	40	336	1
204	237	287	335	1
0	528	105	652	1
54	415	162	555	1
124	419	196	532	1
504	350	580	423	1
491	377	588	483	1
580	345	665	503	1
626	276	766	380	1
616	483	715	572	1
207	593	314	698	1
370	537	480	626	1
362	503	465	587	1
807	335	907	433	1
658	611	791	705	1
905	637	1005	763	1
0	694	113	836	1
32	948	132	1050	1
347	827	409	910	1
609	937	689	1041	1
666	1055	779	1199	1
565	1110	656	1200	1
767	904	850	1008	1
990	770	1090	916	1
1057	745	1167	862	1
1132	613	1256	820	1
996	547	1078	689	1
1460	961	1590	1097	1
1567	1055	1599	1179	1
1469	382	1565	550	1
1158	525	1234	616	1
1223	355	1331	511	1
1453	332	1580	441	1
1417	236	1509	374	1
1268	64	1371	273	1
1178	1	1274	134	1
835	132	916	231	1
1367	0	1448	129	1
1530	0	1600	44	1
1547	119	1599	217	1
1014	208	1055	252	3
969	283	989	330	3
1382	996	1412	1026	3
1359	1002	1395	1034	3
24	290	63	316	3
-1	28	10	54	2
9	13	40	41	2
173	1	202	26	2
228	25	254	50	2
220	57	255	85	2
244	62	284	91	2
236	93	259	119	2
165	126	188	164	2
233	160	262	188	2
193	226	230	259	2
8	246	30	271	2
10	272	45	303	2
0	307	29	337	2
73	327	101	362	2
138	353	170	382	2
92	267	134	303	2
244	254	267	276	2
255	234	273	258	2
294	241	316	268	2
271	261	301	291	2
267	294	293	321	2
271	222	305	250	2
334	292	360	312	2
345	304	373	327	2
399	238	432	272	2
221	376	272	415	2
244	331	277	365	2
286	331	319	372	2
328	382	373	429	2
348	367	380	396	2
402	420	429	447	2
349	455	380	481	2
258	538	280	561	2
187	479	214	505	2
189	457	213	477	2
160	462	192	493	2
152	493	192	520	2
101	476	131	497	2
151	420	180	450	2
183	422	204	443	2
197	408	226	433	2
76	546	100	575	2
122	547	147	579	2
170	622	199	654	2
146	599	189	641	2
127	662	151	686	2
218	614	246	641	2
187	669	216	698	2
244	686	271	711	2
327	570	353	595	2
332	588	354	605	2
49	705	81	734	2
124	720	156	750	2
44	765	81	795	2
388	14	421	51	2
437	0	464	26	2
440	14	479	43	2
542	0	582	16	2
553	19	585	52	2
431	62	473	98	2
408	82	438	124	2
464	75	499	108	2
524	84	561	119	2
560	88	586	115	2
528	115	555	142	2
437	134	468	167	2
677	10	706	42	2
681	61	709	97	2
698	72	721	101	2
663	120	692	153	2
626	119	650	143	2
610	96	635	126	2
788	77	816	109	2
789	95	818	125	2
716	163	742	186	2
649	187	674	218	2
592	202	629	230	2
594	159	638	195	2
521	220	549	255	2
504	219	527	240	2
485	216	507	241	2
494	266	526	292	2
495	247	549	294	2
469	268	494	292	2
490	322	518	357	2
518	381	542	407	2
492	406	529	443	2
465	462	510	512	2
408	467	436	496	2
422	504	451	539	3
444	494	478	542	2
484	518	523	564	2
507	546	541	575	2
490	570	528	605	2
536	570	563	599	2
419	670	448	700	2
448	649	489	698	2
614	606	655	638	2
558	677	594	706	2
628	640	674	675	2
683	594	711	619	2
674	667	708	701	2
738	693	768	718	2
768	695	793	718	2
643	726	679	754	2
568	749	596	778	2
451	734	487	769	2
476	772	516	811	2
611	525	632	548	2
629	545	651	571	2
567	476	599	509	2
648	404	682	435	2
668	395	699	423	2
662	373	692	400	2
640	355	672	381	2
618	312	652	335	2
765	393	790	423	2
721	465	746	492	2
808	409	832	430	2
804	468	833	496	2
799	516	832	543	2
755	591	785	622	2
833	585	884	633	2
913	551	938	578	2
927	527	956	557	2
960	415	996	462	2
939	352	977	376	2
885	318	911	345	2
824	383	850	413	2
838	402	868	427	2
838	428	869	466	2
940	287	973	330	2
826	134	859	170	2
886	69	916	101	2
821	18	860	52	2
838	49	879	90	2
979	13	1000	34	2
987	27	1005	47	2
920	30	971	59	2
979	0	1004	13	2
873	1	916	16	2
955	124	982	149	2
970	141	993	162	2
970	274	999	298	2
978	311	1006	340	2
984	91	1023	134	2
857	109	885	133	2
883	122	912	160	2
1025	71	1054	103	2
1039	55	1064	81	2
1088	0	1114	27	2
1099	42	1130	83	2
1166	83	1184	117	2
1042	155	1068	180	2
1018	182	1039	206	2
1208	29	1237	55	2
1262	52	1286	76	2
1252	85	1278	113	2
1195	97	1222	124	2
1265	163	1288	185	2
1245	189	1271	216	2
1192	198	1222	227	2
1115	215	1141	240	2
1071	218	1099	248	2
1042	223	1076	252	2
1226	311	1257	346	2
1354	310	1387	342	2
1416	254	1444	285	2
1313	218	1336	239	2
1446	77	1488	106	2
1481	15	1515	55	2
1574	122	1599	145	2
1569	150	1600	182	2
1487	234	1514	256	2
1463	202	1588	284	1
1548	267	1580	296	2
1465	290	1507	327	2
1506	276	1532	306	2
1510	308	1539	334	2
1462	388	1531	441	2
1569	379	1591	401	2
1445	357	1466	380	2
1586	322	1601	352	2
1561	469	1587	497	2
1512	437	1555	468	2
1509	511	1543	534	2
1539	533	1559	553	2
1510	550	1544	575	2
1589	487	1599	510	2
1584	595	1599	628	2
1548	615	1574	646	2
1573	728	1601	766	2
1564	767	1599	800	2
1472	660	1508	696	2
1457	686	1488	710	2
1487	623	1519	651	2
1387	582	1416	606	2
1362	460	1390	493	2
1414	465	1439	496	2
1313	440	1359	483	2
1285	424	1319	455	2
1251	428	1287	458	2
1240	468	1264	492	2
1323	519	1362	550	2
1184	454	1208	475	2
1144	428	1176	456	2
1059	358	1086	380	2
1199	354	1233	381	2
1130	486	1168	522	2
1046	497	1072	528	2
1082	496	1118	520	2
1078	514	1114	560	2
1122	558	1161	594	2
1201	562	1232	593	2
1158	604	1192	634	2
925	664	959	697	2
981	602	1008	622	2
943	591	968	612	2
992	634	1015	663	2
1129	681	1158	710	2
1096	704	1125	735	2
1168	739	1200	770	2
1252	680	1292	722	2
1305	704	1332	735	2
1285	729	1323	757	2
1364	621	1415	654	2
1369	650	1393	677	2
1395	662	1435	691	2
1403	707	1439	733	2
1393	738	1425	760	2
1374	751	1412	774	2
1344	741	1374	783	2
1320	759	1350	790	2
1358	781	1383	809	2
1374	788	1411	821	2
1389	818	1429	845	2
1441	811	1468	840	2
1556	927	1583	957	2
1510	909	1566	938	2
1433	887	1487	929	2
1370	930	1402	965	2
1305	923	1332	954	2
1520	1062	1554	1087	2
1584	983	1601	1008	2
1568	1041	1599	1064	2
1584	1065	1598	1086	2
1546	1096	1572	1128	2
1513	1117	1541	1150	2
1471	1089	1512	1118	2
1469	1116	1502	1149	2
1459	1149	1499	1180	2
1479	1179	1505	1201	2
1355	1104	1389	1137	2
1433	1043	1463	1073	2
1395	1124	1436	1153	2
1258	967	1284	1001	2
1246	946	1273	978	2
1246	903	1291	953	2
1209	839	1232	862	2
1219	808	1243	835	2
1057	784	1087	827	2
1052	822	1086	849	2
1014	882	1047	908	2
1051	890	1080	920	2
1077	900	1104	929	2
1179	896	1214	926	2
1279	1170	1304	1196	2
1308	1153	1347	1177	2
1242	1135	1288	1177	2
1172	1109	1207	1150	2
1152	1075	1190	1111	2
1150	1015	1185	1042	2
1048	1004	1076	1030	2
