x1	y1	x2	y2
-1	28	10	54
9	13	40	41
173	1	202	26
228	25	254	50
220	57	255	85
244	62	284	91
236	93	259	119
165	126	188	164
233	160	262	188
193	226	230	259
8	246	30	271
10	272	45	303
0	307	29	337
73	327	101	362
138	353	170	382
92	267	134	303
244	254	267	276
255	234	273	258
294	241	316	268
271	261	301	291
267	294	293	321
271	222	305	250
334	292	360	312
345	304	373	327
399	238	432	272
221	376	272	415
244	331	277	365
286	331	319	372
328	382	373	429
348	367	380	396
402	420	429	447
349	455	380	481
258	538	280	561
187	479	214	505
189	457	213	477
160	462	192	493
152	493	192	520
101	476	131	497
151	420	180	450
183	422	204	443
197	408	226	433
76	546	100	575
122	547	147	579
170	622	199	654
146	599	189	641
127	662	151	686
218	614	246	641
187	669	216	698
244	686	271	711
327	570	353	595
332	588	354	605
49	705	81	734
124	720	156	750
44	765	81	795
388	14	421	51
437	0	464	26
440	14	479	43
542	0	582	16
553	19	585	52
431	62	473	98
408	82	438	124
464	75	499	108
524	84	561	119
560	88	586	115
528	115	555	142
437	134	468	167
677	10	706	42
681	61	709	97
698	72	721	101
663	120	692	153
626	119	650	143
610	96	635	126
788	77	816	109
789	95	818	125
716	163	742	186
649	187	674	218
592	202	629	230
594	159	638	195
521	220	549	255
504	219	527	240
485	216	507	241
494	266	526	292
495	247	549	294
469	268	494	292
490	322	518	357
518	381	542	407
492	406	529	443
465	462	510	512
408	467	436	496
444	494	478	542
484	518	523	564
507	546	541	575
490	570	528	605
536	570	563	599
419	670	448	700
448	649	489	698
614	606	655	638
558	677	594	706
628	640	674	675
683	594	711	619
674	667	708	701
738	693	768	718
768	695	793	718
643	726	679	754
568	749	596	778
451	734	487	769
476	772	516	811
611	525	632	548
629	545	651	571
567	476	599	509
648	404	682	435
668	395	699	423
662	373	692	400
640	355	672	381
618	312	652	335
765	393	790	423
721	465	746	492
808	409	832	430
804	468	833	496
799	516	832	543
755	591	785	622
833	585	884	633
913	551	938	578
927	527	956	557
960	415	996	462
939	352	977	376
885	318	911	345
824	383	850	413
838	402	868	427
838	428	869	466
940	287	973	330
826	134	859	170
886	69	916	101
821	18	860	52
838	49	879	90
979	13	1000	34
987	27	1005	47
920	30	971	59
979	0	1004	13
873	1	916	16
955	124	982	149
970	141	993	162
970	274	999	298
978	311	1006	340
984	91	1023	134
857	109	885	133
883	122	912	160
1025	71	1054	103
1039	55	1064	81
1088	0	1114	27
1099	42	1130	83
1166	83	1184	117
1042	155	1068	180
1018	182	1039	206
1208	29	1237	55
1262	52	1286	76
1252	85	1278	113
1195	97	1222	124
1265	163	1288	185
1245	189	1271	216
1192	198	1222	227
1115	215	1141	240
1071	218	1099	248
1042	223	1076	252
1226	311	1257	346
1354	310	1387	342
1416	254	1444	285
1313	218	1336	239
1446	77	1488	106
1481	15	1515	55
1574	122	1599	145
1569	150	1600	182
1487	234	1514	256
1548	267	1580	296
1465	290	1507	327
1506	276	1532	306
1510	308	1539	334
1462	388	1531	441
1569	379	1591	401
1445	357	1466	380
1586	322	1601	352
1561	469	1587	497
1512	437	1555	468
1509	511	1543	534
1539	533	1559	553
1510	550	1544	575
1589	487	1599	510
1584	595	1599	628
1548	615	1574	646
1573	728	1601	766
1564	767	1599	800
1472	660	1508	696
1457	686	1488	710
1487	623	1519	651
1387	582	1416	606
1362	460	1390	493
1414	465	1439	496
1313	440	1359	483
1285	424	1319	455
1251	428	1287	458
1240	468	1264	492
1323	519	1362	550
1184	454	1208	475
1144	428	1176	456
1059	358	1086	380
1199	354	1233	381
1130	486	1168	522
1046	497	1072	528
1082	496	1118	520
1078	514	1114	560
1122	558	1161	594
1201	562	1232	593
1158	604	1192	634
925	664	959	697
981	602	1008	622
943	591	968	612
992	634	1015	663
1129	681	1158	710
1096	704	1125	735
1168	739	1200	770
1252	680	1292	722
1305	704	1332	735
1285	729	1323	757
1364	621	1415	654
1369	650	1393	677
1395	662	1435	691
1403	707	1439	733
1393	738	1425	760
1374	751	1412	774
1344	741	1374	783
1320	759	1350	790
1358	781	1383	809
1374	788	1411	821
1389	818	1429	845
1441	811	1468	840
1556	927	1583	957
1510	909	1566	938
1433	887	1487	929
1370	930	1402	965
1305	923	1332	954
1520	1062	1554	1087
1584	983	1601	1008
1568	1041	1599	1064
1584	1065	1598	1086
1546	1096	1572	1128
1513	1117	1541	1150
1471	1089	1512	1118
1469	1116	1502	1149
1459	1149	1499	1180
1479	1179	1505	1201
1355	1104	1389	1137
1433	1043	1463	1073
1395	1124	1436	1153
1258	967	1284	1001
1246	946	1273	978
1246	903	1291	953
1209	839	1232	862
1219	808	1243	835
1057	784	1087	827
1052	822	1086	849
1014	882	1047	908
1051	890	1080	920
1077	900	1104	929
1179	896	1214	926
1279	1170	1304	1196
1308	1153	1347	1177
1242	1135	1288	1177
1172	1109	1207	1150
1152	1075	1190	1111
1150	1015	1185	1042
1048	1004	1076	1030
1108	1060	1139	1091
1108	1088	1143	1127
1077	1112	1107	1146
1063	1140	1103	1171
1010	1107	1040	1135
1022	1078	1043	1106
1052	1062	1084	1086
1007	973	1040	1000
985	956	1006	984
955	962	984	993
980	1019	1014	1045
955	1074	986	1099
900	1156	932	1188
1050	621	1082	657
915	813	949	839
941	873	967	902
842	802	877	837
819	799	849	827
823	741	864	773
837	707	881	744
769	884	801	913
791	913	817	943
765	918	796	939
772	939	809	966
791	967	813	998
818	959	836	995
815	1108	886	1159
762	1072	807	1117
717	1087	748	1123
683	1097	712	1125
700	1055	747	1108
604	1130	631	1165
584	1115	607	1147
562	1050	583	1077
726	878	756	907
694	823	724	852
701	801	727	821
656	870	685	900
539	987	588	1015
653	952	678	988
654	1004	700	1028
610	1002	656	1029
471	1046	498	1071
482	1110	510	1138
418	1150	449	1180
400	1039	428	1072
439	980	469	1002
443	961	470	989
452	847	479	874
533	798	558	825
498	867	531	892
405	790	431	813
51	795	75	819
33	812	63	842
82	843	112	872
30	864	60	897
52	878	87	912
41	908	67	937
346	784	379	813
252	929	285	965
376	876	404	907
409	920	434	947
366	913	392	935
282	1192	308	1199
223	1166	255	1200
183	1142	221	1177
53	1076	92	1121
33	1024	61	1055
49	995	80	1033
73	944	108	982
106	946	147	975
151	956	185	987
180	963	213	990
213	974	244	1004
190	995	219	1019
207	1007	245	1039
90	1084	127	1115
297	1013	340	1050
272	1061	303	1090
319	1134	348	1163
73	1123	116	1157
