x1	y1	x2	y2
629	242	681	290
798	87	923	146
837	112	913	140
468	338	542	376
634	223	663	259
294	313	359	358
402	357	443	376
334	380	408	403
601	281	621	320
548	295	603	328
565	321	608	367
314	488	351	518
385	608	415	655
318	842	376	864
626	942	680	972
678	958	725	990
633	892	679	941
595	887	664	929
523	853	583	919
737	649	770	692
720	688	763	736
607	767	670	809
199	918	276	982
462	1018	509	1083
89	1074	121	1123
326	1107	365	1142
775	880	817	926
1234	768	1321	788
1534	678	1601	743
1554	801	1575	870
1558	902	1580	946
1583	892	1600	927
1543	875	1560	909
1381	1150	1416	1184
1110	840	1185	871
1002	734	1033	798
1369	798	1423	854
1019	644	1052	670
987	732	1015	798
1580	826	1600	851
1220	380	1252	411
1340	369	1395	418
1282	179	1313	222
942	48	1026	91
976	85	1016	102
989	59	1048	99
1138	28	1169	58
