x1	y1	x2	y2	celltype
629	242	681	290	3
798	87	923	146	3
837	112	913	140	3
468	338	542	376	3
248	312	298	368	1
267	308	295	332	2
188	215	299	270	1
19	5	112	69	1
-1	39	16	71	2
0	13	30	46	2
13	0	89	18	1
75	27	104	53	2
50	60	87	94	2
82	140	113	166	2
75	263	128	322	1
89	320	125	368	2
151	315	179	347	2
-2	315	61	358	1
46	223	89	267	2
118	226	146	245	2
154	193	191	225	2
208	198	236	228	2
235	157	285	194	2
179	144	235	168	2
239	204	280	246	2
340	167	392	206	2
398	155	428	184	2
324	87	363	129	2
265	17	309	45	2
266	70	302	101	2
418	32	454	46	2
393	0	425	11	2
359	-1	395	12	2
516	2	551	32	2
599	0	647	18	2
463	1	493	18	2
462	69	484	96	2
472	93	503	119	2
520	109	549	137	2
476	137	502	167	2
438	97	470	129	2
419	78	450	115	2
372	75	445	140	1
537	147	581	185	1
599	98	637	130	1
748	52	787	93	1
629	1	696	56	1
637	3	677	34	2
830	-1	863	27	2
925	43	954	61	2
904	18	927	48	2
942	17	966	44	2
660	139	690	167	2
634	223	663	259	3
593	244	616	266	2
557	202	593	235	2
609	181	674	232	2
672	167	702	196	2
509	211	551	257	2
546	232	580	257	2
491	239	523	268	2
294	313	359	358	3
500	156	562	201	2
441	182	484	220	2
437	244	458	263	2
413	247	439	268	2
355	275	374	302	2
341	302	369	331	2
294	277	318	317	2
308	216	341	243	2
332	201	365	227	2
210	229	241	266	2
226	351	252	375	2
235	338	257	361	2
151	400	175	420	2
89	397	119	415	2
55	399	90	422	2
-1	428	30	486	1
8	482	38	508	2
134	487	178	512	2
131	494	157	516	2
188	498	209	523	2
168	520	187	550	2
135	523	159	546	2
93	510	166	579	1
240	415	272	446	2
269	448	298	475	2
285	406	306	428	2
358	349	380	371	2
402	357	443	376	3
334	380	408	403	3
371	384	407	412	2
480	383	513	421	2
506	382	546	409	2
601	281	621	320	3
548	295	603	328	3
565	321	608	367	3
463	420	497	454	2
444	430	481	472	2
325	495	365	529	2
314	488	351	518	3
781	187	809	221	2
727	128	767	160	2
829	164	867	189	2
876	199	916	224	2
