x1	y1	x2	y2
267	308	295	332
-1	39	16	71
0	13	30	46
75	27	104	53
50	60	87	94
82	140	113	166
89	320	125	368
151	315	179	347
46	223	89	267
118	226	146	245
154	193	191	225
208	198	236	228
235	157	285	194
179	144	235	168
239	204	280	246
340	167	392	206
398	155	428	184
324	87	363	129
265	17	309	45
266	70	302	101
418	32	454	46
393	0	425	11
359	-1	395	12
516	2	551	32
599	0	647	18
463	1	493	18
462	69	484	96
472	93	503	119
520	109	549	137
476	137	502	167
438	97	470	129
419	78	450	115
637	3	677	34
830	-1	863	27
925	43	954	61
904	18	927	48
942	17	966	44
660	139	690	167
593	244	616	266
557	202	593	235
609	181	674	232
672	167	702	196
509	211	551	257
546	232	580	257
491	239	523	268
500	156	562	201
441	182	484	220
437	244	458	263
413	247	439	268
355	275	374	302
341	302	369	331
294	277	318	317
308	216	341	243
332	201	365	227
210	229	241	266
226	351	252	375
235	338	257	361
151	400	175	420
89	397	119	415
55	399	90	422
8	482	38	508
134	487	178	512
131	494	157	516
188	498	209	523
168	520	187	550
135	523	159	546
240	415	272	446
269	448	298	475
285	406	306	428
358	349	380	371
371	384	407	412
480	383	513	421
506	382	546	409
463	420	497	454
444	430	481	472
325	495	365	529
781	187	809	221
727	128	767	160
829	164	867	189
876	199	916	224
875	199	906	224
863	212	894	237
884	223	907	246
847	235	878	265
815	204	849	235
794	218	835	264
870	264	914	303
907	249	939	291
802	321	831	354
878	322	927	371
739	390	778	420
780	420	814	451
861	427	895	460
835	464	884	501
831	488	877	533
796	508	843	545
663	488	691	515
642	504	678	529
629	482	660	505
643	455	689	504
578	459	597	490
515	509	563	540
406	518	443	546
397	515	422	550
367	529	402	561
297	565	332	591
247	538	278	566
159	554	190	596
13	530	58	558
-3	538	22	564
31	582	77	610
58	579	109	628
77	798	120	841
153	805	188	828
180	790	214	828
156	747	183	767
284	723	324	745
332	687	368	713
411	720	451	766
420	746	463	788
445	723	499	758
461	706	489	737
477	759	516	792
479	651	525	703
533	676	555	703
521	545	564	595
562	655	584	680
594	655	639	690
628	617	662	649
656	590	690	627
673	560	710	607
703	561	736	593
727	547	766	586
799	549	863	584
877	543	921	580
945	590	975	630
784	667	822	713
812	677	849	702
788	706	836	745
789	734	833	764
714	741	761	783
698	777	733	802
712	656	751	702
663	660	690	684
684	734	706	768
701	720	737	748
678	709	714	735
645	725	685	752
581	793	628	829
495	818	517	837
478	826	504	848
402	790	428	813
337	737	373	777
326	812	362	836
409	845	442	865
444	852	477	886
476	865	497	884
548	840	587	874
552	885	590	912
246	916	281	944
269	946	308	993
325	928	366	960
334	982	383	1012
362	956	386	984
259	1031	285	1058
171	1029	205	1053
148	935	175	964
160	935	184	959
131	870	167	893
94	892	118	925
38	862	63	879
19	874	52	898
-1	865	10	892
0	935	30	977
20	955	71	997
452	1007	485	1040
458	1067	498	1101
463	1099	495	1129
433	1093	463	1119
514	1091	548	1128
705	877	748	916
707	931	735	954
319	1024	347	1051
259	1066	307	1102
270	1043	310	1074
243	1093	271	1122
21	1025	45	1055
34	1026	57	1050
33	1045	56	1078
42	1070	68	1098
199	1102	238	1138
