x1	y1	x2	y2
11	286	80	371
81	50	142	107
18	11	68	70
104	331	130	370
199	406	236	462
202	346	270	409
189	263	228	300
231	88	288	149
152	42	191	76
315	83	360	124
322	134	355	173
488	88	530	138
509	95	550	152
478	154	522	199
580	172	626	216
456	244	525	293
399	20	457	66
505	-2	572	23
605	40	673	90
549	111	591	153
624	230	669	266
718	26	784	94
696	-1	768	35
863	3	900	47
866	4	943	66
783	76	850	132
942	216	985	277
935	314	973	367
843	400	888	455
801	358	850	449
740	286	791	349
719	309	754	336
706	341	764	401
778	240	826	294
725	204	778	250
571	267	603	315
659	342	700	380
676	354	708	395
601	369	635	403
692	455	743	504
856	443	928	513
825	308	870	357
481	375	532	447
492	292	538	349
481	284	512	321
372	314	429	375
341	317	365	341
572	406	607	466
582	489	640	535
480	562	525	610
462	486	521	533
330	348	385	406
294	398	352	455
211	467	278	543
-1	485	46	540
594	581	635	636
668	529	718	570
819	568	856	613
175	603	214	649
61	612	96	655
126	697	202	762
-2	659	19	743
132	841	192	895
37	820	98	878
73	837	176	910
0	848	18	899
25	1020	71	1066
0	1017	79	1081
273	974	307	1027
230	927	295	974
147	1068	205	1109
373	851	417	895
327	832	370	869
285	1032	339	1083
450	1087	515	1139
516	1137	563	1168
709	1029	758	1070
720	1089	768	1135
765	1084	825	1136
817	1027	868	1076
886	1082	931	1118
912	1021	954	1087
853	1178	909	1200
529	917	591	1000
623	967	671	1012
722	980	785	1045
317	767	361	824
530	830	617	883
531	723	630	784
582	729	612	759
462	617	552	660
322	656	382	721
335	702	401	769
328	615	391	685
750	634	787	673
834	865	891	919
391	1118	437	1157
369	970	422	1005
257	885	332	978
944	850	1009	918
953	896	1021	978
999	1015	1038	1055
1135	1059	1176	1096
1128	1128	1194	1184
1432	1138	1480	1185
1272	972	1319	1020
1128	986	1210	1046
1096	830	1140	871
1345	841	1407	917
1361	926	1424	993
1495	922	1533	981
1530	936	1571	991
1519	808	1594	928
1456	755	1561	824
1046	693	1082	746
1008	727	1071	785
1089	707	1173	806
957	615	1018	682
975	582	1035	634
1211	600	1294	668
1536	697	1569	735
1417	599	1489	659
1396	603	1508	703
1089	521	1132	570
953	501	995	556
1034	406	1078	454
1047	317	1087	362
1170	307	1226	358
1201	335	1269	392
1213	413	1272	461
1531	461	1599	532
1488	290	1522	335
1552	358	1582	402
1579	328	1598	360
1469	236	1547	322
1278	309	1323	358
1426	177	1466	210
1261	109	1297	154
1044	195	1082	234
1035	102	1081	146
988	91	1030	142
1370	146	1404	178
1010	0	1062	49
1294	43	1344	87
1280	74	1338	110
1357	52	1417	118
1473	46	1518	92
1576	1	1599	33
1534	128	1597	222
963	696	1034	754
