x1	y1	x2	y2
123	27	165	73
547	352	586	414
521	509	559	545
596	502	638	542
789	356	816	402
881	221	897	273
890	115	906	153
896	88	920	116
912	63	956	94
950	128	982	166
629	138	676	181
335	121	374	148
616	49	653	85
413	157	439	189
597	91	630	136
764	62	808	104
502	333	529	363
428	384	473	420
0	401	27	422
240	484	273	506
125	499	154	521
49	506	89	541
241	545	276	582
746	213	777	241
863	441	917	484
375	591	417	624
338	602	454	651
121	838	163	894
23	986	76	1034
43	977	95	1031
41	1046	70	1071
154	915	208	963
240	813	257	833
241	834	269	857
252	811	281	845
366	826	391	856
584	925	627	957
527	887	565	943
646	912	694	963
0	1077	47	1105
506	1129	533	1156
589	1167	631	1196
696	764	741	791
780	1080	842	1117
796	1162	816	1188
1162	789	1204	813
1337	1101	1375	1136
1332	1130	1371	1185
1009	1136	1048	1162
1037	1135	1058	1175
1012	1169	1024	1198
1006	993	1066	1048
1109	604	1139	651
1199	361	1225	402
1255	370	1282	411
1520	225	1574	278
962	9	989	40
1567	-1	1602	28
