x1	y1	x2	y2
255	57	321	100
593	140	672	201
745	288	793	346
0	250	7	273
40	361	66	390
3	412	64	463
179	558	265	627
501	607	566	690
410	812	528	904
404	777	480	853
279	851	358	919
734	743	816	824
722	930	790	1013
557	979	618	1058
623	951	671	1037
552	921	631	997
50	627	150	689
88	744	164	793
604	562	681	621
0	580	27	613
31	981	133	1040
93	958	211	1023
125	1161	181	1200
195	1161	280	1198
183	1019	287	1102
270	962	351	1019
465	1057	562	1107
520	1059	646	1177
700	1028	753	1135
802	1183	839	1200
785	1015	872	1079
189	1037	269	1089
929	1102	986	1164
1167	794	1234	913
1548	1114	1598	1193
1268	444	1363	534
1383	356	1437	416
923	205	987	263
1047	-1	1083	36
1357	156	1418	196
