x1	y1	x2	y2
48	-1	159	67
146	50	259	150
1	174	45	267
282	90	368	190
222	182	345	267
77	309	194	439
-1	376	89	478
365	306	452	405
480	109	592	227
732	0	807	65
605	72	666	141
437	-1	518	67
931	24	1062	95
995	104	1118	186
906	152	990	250
731	110	807	201
764	251	881	353
662	305	771	384
87	581	187	672
276	564	375	668
320	606	400	711
215	663	310	771
149	610	228	704
30	745	126	866
86	860	167	966
44	972	161	1066
71	1032	171	1141
159	1076	264	1173
300	795	386	866
284	1069	379	1184
335	1027	464	1133
476	904	552	1029
502	999	588	1131
535	812	631	955
573	1011	678	1159
664	1075	766	1180
511	573	593	689
549	499	636	609
562	589	673	711
658	501	747	630
668	524	747	642
708	401	789	528
755	525	826	644
794	659	903	743
748	1173	824	1204
780	1130	862	1199
867	1112	956	1197
961	1071	1100	1185
891	878	997	950
1006	771	1111	879
1192	783	1291	926
1184	1056	1271	1174
1280	968	1384	1068
1383	878	1486	980
1480	1145	1570	1199
1327	1154	1400	1199
1513	640	1600	751
1302	701	1439	770
1324	617	1401	718
1331	536	1437	639
1073	551	1171	645
1046	328	1115	474
971	268	1086	391
1266	171	1394	260
1505	140	1584	247
1519	254	1600	348
1318	287	1402	372
1387	249	1479	366
1371	254	1455	343
1163	325	1221	500
1482	350	1563	436
1422	401	1554	472
1487	423	1582	521
1447	495	1522	615
1458	526	1542	621
605	184	662	226
547	97	669	80
376	0	475	45
964	715	1110	806
274	939	374	1044
1283	-1	1359	52
273	0	405	96
