x1	y1	x2	y2
356	365	427	419
391	345	449	380
220	44	279	98
428	209	478	268
271	297	318	337
175	280	223	322
362	473	437	528
762	154	832	225
694	497	767	574
780	411	840	472
766	612	815	663
325	655	398	736
250	952	320	994
509	652	628	708
454	669	567	729
298	895	361	942
305	1166	363	1198
1063	857	1159	918
975	756	1105	823
1451	829	1551	916
1358	549	1439	613
1526	943	1597	1008
852	642	971	707
1003	867	1085	950
1049	491	1124	585
1015	461	1131	547
1320	437	1364	499
1320	306	1373	355
1282	409	1360	462
1522	254	1590	319
1434	72	1504	122
1482	6	1572	64
1343	0	1425	64
487	866	541	925
1285	95	1378	147
