x1	y1	x2	y2
1505	8	1534	33
1461	11	1494	42
1459	34	1490	62
1419	21	1450	52
1528	55	1552	76
1557	62	1586	88
1543	98	1578	125
1522	127	1557	156
1442	146	1475	178
1563	217	1601	259
1453	296	1481	330
1504	312	1540	338
1507	395	1534	424
1478	405	1507	432
1466	423	1490	448
1477	458	1516	494
1462	483	1489	504
1399	443	1424	468
1366	411	1420	454
1383	360	1413	382
1424	312	1452	345
1354	312	1373	340
1291	307	1324	337
1268	293	1293	317
1267	327	1286	347
1285	348	1318	372
1235	472	1259	501
32	1	60	25
68	-1	95	22
109	3	131	27
144	18	169	59
174	13	192	44
37	56	76	97
146	77	175	104
239	43	277	77
189	183	228	223
201	152	234	188
229	128	263	166
231	215	273	249
40	208	71	237
104	250	139	284
37	279	69	302
86	310	106	339
88	289	117	313
106	315	140	343
52	335	80	362
82	337	109	362
284	244	309	268
318	216	348	240
329	184	364	210
184	307	219	332
198	377	243	411
174	394	210	423
146	433	165	459
105	455	125	485
48	448	75	470
95	548	124	582
59	546	91	566
20	582	58	616
23	605	50	630
67	568	95	594
95	594	121	617
173	447	198	475
143	464	167	499
233	486	252	516
206	575	237	610
93	665	119	694
155	660	183	684
291	537	317	562
311	519	331	540
330	543	361	570
276	576	309	601
236	589	268	622
398	629	433	655
415	467	444	502
458	431	486	458
431	442	477	478
475	450	506	474
586	442	627	467
620	421	663	461
623	350	653	383
644	334	677	364
676	339	710	376
699	341	739	378
418	113	458	150
370	42	393	69
390	91	410	114
400	139	434	169
489	192	518	222
388	268	419	293
349	276	370	297
518	148	552	179
591	116	618	146
623	142	645	166
624	172	658	204
660	130	689	155
452	13	518	61
477	100	505	116
446	68	477	95
737	28	770	59
676	20	715	54
665	56	699	81
653	36	682	60
813	0	845	24
854	34	893	63
782	188	809	215
708	241	734	266
741	254	769	286
832	179	868	204
870	182	894	200
831	197	859	221
856	212	897	234
823	271	859	303
768	413	804	451
797	447	827	480
849	417	879	446
911	445	941	466
887	458	920	480
1026	460	1055	492
1004	265	1035	296
1035	253	1073	291
962	381	988	402
930	381	965	418
988	151	1021	190
988	57	1017	83
938	16	981	59
986	11	1014	36
1032	18	1055	42
1116	2	1152	22
1145	1	1178	20
1091	59	1121	81
1204	32	1228	61
1224	83	1255	113
1211	121	1240	144
1185	139	1213	166
1301	72	1328	97
1326	13	1349	45
1345	95	1376	123
1313	122	1341	149
1257	138	1287	168
1228	164	1258	193
1194	185	1239	205
1266	250	1298	274
1176	287	1211	316
1205	277	1247	328
1212	321	1237	338
1150	366	1189	407
1186	481	1210	504
1239	562	1269	594
1303	603	1335	638
958	552	985	573
984	565	1014	599
1022	585	1055	613
1012	606	1040	635
838	540	863	568
716	568	744	595
609	500	640	526
561	516	595	546
600	530	616	552
617	540	654	563
544	535	592	569
532	583	566	611
635	643	668	675
628	679	657	706
867	657	896	692
847	357	887	378
1292	546	1334	583
1439	678	1484	711
1402	677	1435	702
1375	696	1418	758
1220	664	1243	691
1250	676	1290	699
1244	645	1276	672
751	675	789	716
987	659	1018	679
964	603	1009	644
1024	674	1049	701
1032	726	1061	758
999	736	1026	762
990	765	1013	789
1113	787	1141	822
1130	764	1161	801
1159	787	1202	822
1188	825	1219	851
1138	840	1169	864
1137	862	1167	890
1115	938	1152	972
1058	970	1084	998
977	1025	1031	1054
937	1076	972	1100
948	1105	980	1134
905	849	937	887
859	742	880	772
830	753	853	773
815	765	839	787
821	835	845	858
845	830	873	848
734	754	764	784
669	794	693	823
510	695	533	720
564	693	589	716
613	714	644	744
367	775	391	817
391	787	416	810
316	720	360	749
231	705	261	733
7	725	35	753
109	781	137	808
143	770	164	794
141	827	172	845
146	841	183	889
95	850	119	875
262	785	298	827
317	876	344	908
296	885	329	919
264	925	297	958
242	947	289	983
213	296	259	322
218	992	255	1019
189	1017	219	1049
220	1028	249	1056
56	962	93	994
83	894	108	928
122	963	140	995
83	1014	120	1049
34	1034	69	1063
158	1063	194	1102
189	1066	220	1096
281	1084	315	1112
357	913	392	950
7	1149	39	1182
136	1148	159	1186
151	1172	177	1195
152	1160	177	1179
109	1174	139	1199
394	1100	444	1134
310	1162	336	1183
282	1171	306	1195
334	1171	360	1199
488	846	514	871
509	913	528	936
541	934	584	970
498	1037	525	1067
609	1104	637	1131
509	1161	532	1189
549	1160	581	1190
593	1143	622	1185
666	1017	701	1056
714	973	740	999
716	922	743	948
701	887	722	911
710	1161	742	1197
668	1182	701	1202
773	1181	808	1204
466	936	490	957
486	947	525	975
853	934	876	961
883	886	911	930
899	915	951	938
879	939	908	962
891	963	926	986
848	971	882	998
900	800	930	836
938	827	964	855
950	850	973	881
1161	887	1195	922
1198	912	1228	938
1230	903	1264	931
1256	868	1286	894
1271	814	1299	843
1211	776	1237	809
1241	764	1273	795
1270	757	1296	785
1298	735	1339	771
1245	731	1280	770
1394	788	1426	831
1367	806	1399	838
1272	900	1293	922
1309	1028	1335	1065
1265	1097	1288	1119
1228	1096	1254	1122
1240	1108	1265	1135
1267	1122	1291	1144
1298	1105	1316	1132
1297	1117	1326	1149
1389	1100	1420	1129
1486	1116	1532	1157
1514	1036	1553	1067
1558	952	1589	973
1547	978	1584	1025
1575	851	1603	890
1471	924	1493	949
1390	879	1413	904
1425	899	1452	916
1347	907	1385	928
1296	875	1339	916
1443	779	1470	803
1462	756	1487	780
1282	846	1307	876
1495	537	1515	560
1521	541	1548	568
1484	561	1522	590
1507	583	1531	608
1487	609	1524	643
1498	636	1535	669
1538	592	1575	628
1537	576	1585	607
1585	524	1599	559
1593	559	1599	583
1590	728	1599	754
1538	717	1580	748
1338	1033	1372	1060
1160	988	1190	1011
1256	983	1305	1026
884	1109	908	1141
-2	1018	17	1059
408	548	431	574
897	540	934	590
911	517	963	562
71	589	107	621
904	114	954	151
1157	236	1212	268
1060	428	1110	472
1059	400	1081	432
1246	483	1286	515
1432	167	1469	210
526	25	562	72
566	200	605	255
522	215	543	238
27	348	63	395
-1	474	32	525
584	-1	640	23
1348	66	1403	97
830	87	864	118
703	173	747	212
696	207	762	243
469	251	511	286
432	312	469	341
407	312	434	342
833	587	858	614
1355	610	1394	650
