x1	y1	x2	y2
302	128	368	186
324	1	370	76
55	17	115	51
14	0	79	37
77	224	155	266
0	212	34	240
573	108	612	137
571	173	618	190
368	189	401	221
654	211	714	240
383	330	422	408
307	468	370	494
216	434	283	463
263	446	334	479
590	518	638	557
355	556	391	620
860	612	906	669
436	669	493	707
356	741	417	802
291	662	314	692
281	710	329	743
250	974	288	1011
328	870	376	909
145	972	227	1014
605	884	656	914
595	972	672	1025
932	1162	980	1181
1104	1156	1153	1190
1002	1162	1048	1189
1476	1171	1522	1197
982	450	1019	519
1146	381	1188	415
1166	418	1222	469
1182	470	1236	516
1294	568	1345	598
1545	498	1596	524
1394	21	1437	54
1370	15	1408	45
