x1	y1	x2	y2
371	151	448	216
270	220	353	290
260	291	320	361
196	188	258	277
400	25	439	68
6	130	61	183
95	166	145	213
119	269	152	302
93	206	153	260
16	203	52	246
49	432	92	482
369	256	418	284
384	201	421	237
527	202	568	247
520	230	568	267
542	195	590	230
475	1	520	33
403	1	457	25
717	121	764	157
593	211	645	252
893	108	940	158
880	360	915	394
704	380	748	437
697	373	776	445
423	365	468	398
426	334	471	362
389	426	431	467
334	518	395	566
767	538	818	585
776	439	831	502
902	488	980	560
800	563	897	624
835	9	862	45
920	393	983	455
38	501	83	573
127	617	164	654
110	639	140	663
92	655	131	688
23	654	86	737
331	684	371	720
408	637	504	735
454	639	503	713
522	729	599	830
351	738	391	781
199	785	248	821
-1	958	19	987
5	1025	37	1053
168	932	226	983
258	867	308	946
338	779	378	814
341	835	437	931
446	837	536	902
503	842	546	881
545	827	604	878
624	618	674	672
621	583	696	681
802	715	857	768
856	832	916	904
743	876	813	964
833	944	916	1047
845	1025	930	1096
738	1035	805	1083
772	1034	835	1084
203	1109	251	1142
148	1146	234	1200
2	1155	39	1201
551	1063	591	1100
486	1095	535	1138
498	1104	559	1158
496	1145	554	1195
950	853	1016	912
1059	865	1111	932
1106	871	1212	956
1128	848	1201	938
1147	830	1199	896
1223	797	1290	863
1216	757	1258	801
1281	857	1347	926
1300	822	1387	862
1403	1052	1459	1116
1514	893	1573	958
947	967	1020	1071
994	988	1070	1078
1277	1148	1328	1197
1218	1078	1272	1142
1258	1030	1323	1090
1289	1031	1334	1070
1586	944	1601	984
1426	828	1459	870
1357	855	1388	887
1153	790	1184	831
1011	743	1055	792
1193	951	1280	1022
1235	978	1279	1018
1288	713	1327	759
1485	702	1535	762
1486	778	1550	826
1515	580	1570	698
1361	614	1421	662
1314	645	1360	700
1412	575	1446	609
1207	595	1258	664
1142	563	1226	641
1559	1122	1600	1170
1493	1160	1580	1202
996	506	1053	560
1121	518	1164	564
1142	518	1223	567
1273	492	1321	555
980	255	1027	357
1004	245	1040	280
1026	139	1104	215
1079	151	1134	213
1001	90	1046	131
938	-1	990	34
1078	1	1126	42
1044	12	1085	50
1178	20	1221	59
1177	247	1238	292
1214	218	1244	263
1331	168	1367	214
1364	93	1396	140
1428	95	1493	153
1452	103	1495	149
1481	97	1522	144
1409	58	1446	95
1387	93	1442	149
1207	1	1259	42
1341	155	1398	236
1369	169	1400	213
1330	145	1357	170
1358	374	1386	410
1472	259	1518	306
1372	310	1434	372
1465	423	1528	505
1457	160	1490	194
1556	148	1590	188
338	55	383	98
132	236	220	305
346	598	401	645
434	1029	477	1098
523	989	590	1062
708	476	828	562
