x1	y1	x2	y2	celltype
48	-1	159	67	1
146	50	259	150	1
1	174	45	267	1
282	90	368	190	1
222	182	345	267	1
77	309	194	439	1
-1	376	89	478	1
365	306	452	405	1
480	109	592	227	1
732	0	807	65	1
605	72	666	141	1
437	-1	518	67	1
931	24	1062	95	1
995	104	1118	186	1
906	152	990	250	1
731	110	807	201	1
764	251	881	353	1
662	305	771	384	1
87	581	187	672	1
276	564	375	668	1
320	606	400	711	1
215	663	310	771	1
149	610	228	704	1
30	745	126	866	1
86	860	167	966	1
44	972	161	1066	1
71	1032	171	1141	1
159	1076	264	1173	1
300	795	386	866	1
284	1069	379	1184	1
335	1027	464	1133	1
476	904	552	1029	1
502	999	588	1131	1
535	812	631	955	1
573	1011	678	1159	1
664	1075	766	1180	1
511	573	593	689	1
549	499	636	609	1
562	589	673	711	1
658	501	747	630	1
668	524	747	642	1
708	401	789	528	1
755	525	826	644	1
794	659	903	743	1
748	1173	824	1204	1
780	1130	862	1199	1
867	1112	956	1197	1
961	1071	1100	1185	1
891	878	997	950	1
1006	771	1111	879	1
1192	783	1291	926	1
1184	1056	1271	1174	1
1280	968	1384	1068	1
1383	878	1486	980	1
1480	1145	1570	1199	1
1327	1154	1400	1199	1
1513	640	1600	751	1
1302	701	1439	770	1
1324	617	1401	718	1
1331	536	1437	639	1
1073	551	1171	645	1
1046	328	1115	474	1
971	268	1086	391	1
1266	171	1394	260	1
1505	140	1584	247	1
1519	254	1600	348	1
1318	287	1402	372	1
1387	249	1479	366	1
1371	254	1455	343	1
1163	325	1221	500	1
1482	350	1563	436	1
1422	401	1554	472	1
1487	423	1582	521	1
1447	495	1522	615	1
1458	526	1542	621	1
605	184	662	226	1
547	97	669	80	1
61	25	105	65	2
83	51	114	84	2
49	64	83	91	2
217	127	251	158	2
364	90	389	115	2
352	109	383	140	2
302	127	333	161	2
296	191	325	222	2
366	240	403	274	2
185	360	212	387	2
151	393	188	434	2
87	396	114	429	2
63	387	93	417	2
12	392	45	423	2
308	315	343	349	2
363	279	393	312	2
502	342	537	377	2
562	362	588	386	2
593	349	628	377	2
521	202	555	235	2
520	56	555	87	2
457	1	505	40	2
429	53	468	84	2
376	0	475	45	1
33	494	90	542	3
170	422	235	458	3
275	362	317	400	3
410	173	442	225	3
435	250	483	298	3
478	441	526	471	3
495	476	532	504	3
418	535	448	565	3
393	503	421	533	3
414	490	445	514	3
429	503	454	532	3
399	440	464	486	3
522	759	558	793	3
760	194	804	256	3
1241	458	1278	506	3
1261	495	1286	536	3
1317	532	1365	561	3
1209	109	1249	157	3
945	717	973	756	3
1105	622	1131	660	3
323	470	413	512	3
323	479	370	523	2
362	463	413	512	2
386	506	419	539	2
366	542	405	580	2
136	544	162	571	2
196	555	227	586	2
625	374	653	407	2
672	415	704	448	2
671	309	703	340	2
695	266	729	302	2
708	230	747	264	2
657	57	684	86	2
647	77	672	111	2
953	7	994	42	2
909	37	950	72	2
887	19	924	40	3
938	2	966	52	3
1165	248	1195	286	3
1186	301	1213	348	3
980	905	1027	927	3
691	883	748	907	3
