x1	y1	x2	y2
74	45	108	69
6	46	29	66
0	0	25	22
54	-1	85	14
2	68	28	104
2	105	35	136
39	105	71	135
40	172	74	217
0	156	25	201
35	198	70	227
71	208	107	253
80	252	100	268
115	229	134	251
104	260	130	283
82	270	114	293
53	288	90	311
45	294	90	319
207	260	246	296
151	294	180	322
168	228	191	251
214	201	243	225
247	136	277	169
148	31	170	56
179	15	208	43
262	32	309	67
203	50	235	76
302	90	336	118
323	126	350	151
332	138	354	163
350	132	378	154
292	153	325	178
382	187	406	211
410	214	436	238
373	248	404	272
427	270	451	297
431	270	448	284
303	291	327	311
290	308	309	325
265	294	292	323
392	302	415	325
389	330	410	350
322	378	360	409
275	418	303	440
250	454	283	491
220	455	265	489
215	490	254	516
190	487	222	521
179	513	209	540
149	480	174	500
40	564	72	586
58	444	79	466
59	317	83	348
13	365	36	388
-1	287	17	305
124	332	153	362
137	313	164	339
97	379	122	405
103	444	142	468
93	514	120	540
297	511	320	536
274	494	304	514
246	538	265	559
212	536	242	571
250	553	274	580
311	545	345	573
364	437	388	462
382	423	416	457
397	458	433	490
374	481	409	522
397	518	424	544
603	418	625	442
510	387	538	408
495	376	551	416
493	353	528	392
519	349	562	389
479	289	522	327
506	126	538	163
508	100	535	126
529	118	562	145
455	59	485	89
426	99	465	130
390	104	421	131
368	95	396	118
475	45	507	80
462	31	490	62
484	28	516	54
464	1	497	24
515	22	548	49
545	61	574	80
555	40	608	73
509	68	548	99
563	114	597	139
584	251	620	280
611	270	640	293
645	249	678	283
670	212	718	253
713	262	762	297
699	256	724	279
698	276	725	301
683	296	708	324
667	318	696	344
655	339	687	368
674	339	707	367
670	398	701	424
748	379	781	394
730	339	755	371
742	402	766	423
520	476	544	503
553	490	588	517
569	537	597	568
549	565	581	592
448	546	485	572
669	49	694	73
677	-1	709	39
743	57	764	76
752	63	776	85
756	23	791	54
842	16	873	48
857	79	882	104
774	106	806	133
770	138	798	172
867	125	893	154
892	0	923	13
803	-1	848	9
908	207	946	235
894	206	936	245
870	214	897	233
861	236	886	258
874	249	903	274
841	242	863	267
897	254	932	279
886	280	915	315
894	278	916	299
863	272	901	297
909	280	946	306
898	317	921	343
908	373	940	389
929	377	958	402
878	350	906	381
848	351	880	382
848	399	879	426
869	405	896	434
732	530	763	558
751	511	782	539
773	526	815	566
756	550	782	573
905	530	934	567
914	561	943	586
85	570	115	598
330	152	374	195
240	258	269	292
282	361	315	410
335	419	364	448
602	370	639	407
591	626	631	661
414	653	438	673
402	684	435	715
371	670	405	695
374	699	414	726
323	716	364	748
321	717	347	743
147	590	179	613
156	577	200	606
270	599	309	628
290	632	319	663
281	685	325	707
262	694	286	714
239	641	265	661
156	632	176	659
97	635	135	667
60	602	95	634
1	636	29	667
-1	596	13	619
51	691	79	717
0	762	35	790
1	813	13	828
28	830	58	852
84	787	122	811
142	723	167	744
164	752	184	771
175	784	201	805
109	691	135	721
95	669	114	690
339	778	364	798
371	818	400	836
411	777	432	794
421	771	443	789
364	850	399	882
81	852	120	895
90	876	131	903
113	884	141	906
55	895	84	918
8	892	44	917
131	939	172	972
166	928	188	950
107	962	134	990
118	968	145	1000
152	978	178	1000
100	988	129	1021
79	987	107	1009
10	1028	51	1063
28	1051	60	1080
9	1077	35	1104
42	1077	69	1109
66	1057	88	1079
69	1030	96	1059
79	1074	105	1100
80	1089	108	1112
146	1120	174	1155
144	1158	171	1185
163	1153	187	1177
226	1085	255	1116
212	1003	241	1022
177	1037	205	1061
296	913	322	940
300	903	333	930
303	949	326	971
263	918	300	950
333	985	359	1016
366	1009	396	1037
417	1055	449	1079
371	1122	401	1146
366	1141	401	1177
332	1153	365	1180
299	1154	326	1177
421	1106	447	1144
454	1108	498	1136
484	1134	516	1162
530	1138	558	1163
488	1048	524	1072
534	1068	564	1092
558	1087	588	1113
474	970	516	994
450	910	487	947
438	931	463	956
465	854	490	885
509	818	538	837
525	854	553	878
509	869	543	899
542	892	564	911
586	921	610	944
597	948	627	972
627	1031	652	1054
617	1050	647	1087
653	1116	678	1140
656	1155	681	1180
639	1170	668	1201
771	1142	806	1173
730	954	768	977
543	760	571	784
492	755	522	783
534	805	563	835
583	835	602	854
550	748	570	766
495	656	520	682
477	599	509	633
654	629	675	650
690	598	715	624
710	617	736	631
743	585	766	607
751	595	779	623
762	672	783	693
778	666	810	702
733	707	759	730
642	709	668	730
586	746	615	775
655	736	679	756
607	689	639	711
676	793	702	818
656	857	684	879
743	1037	770	1054
788	1024	823	1047
825	1037	854	1068
846	1059	870	1082
858	1107	882	1128
861	1127	882	1151
835	1120	865	1140
824	1133	848	1162
879	1171	900	1197
938	1047	956	1068
904	1004	927	1026
859	965	882	989
840	947	871	977
853	924	881	948
860	893	884	916
797	882	833	909
763	876	791	898
789	850	812	868
759	815	802	848
850	814	872	839
883	862	904	889
938	921	973	958
924	812	949	837
910	797	935	826
948	737	974	759
953	763	973	788
925	702	963	737
876	644	907	675
859	585	899	611
930	602	959	635
0	1182	15	1200
167	1186	202	1199
991	1013	1033	1045
1024	1037	1051	1062
969	1144	996	1170
