x1	y1	x2	y2
121	39	159	76
14	101	49	136
1	171	33	204
97	132	140	166
142	116	174	147
109	181	152	218
177	147	201	169
198	115	233	150
258	50	292	84
308	104	348	141
269	172	307	198
319	187	344	206
285	221	313	241
457	219	492	252
508	140	533	164
522	86	555	117
605	0	640	11
732	178	773	226
753	157	795	189
912	229	947	255
850	317	882	344
928	420	968	458
607	346	646	383
594	423	634	457
573	417	610	451
586	442	629	484
450	289	494	324
492	323	520	354
407	358	442	395
457	344	497	371
448	396	495	424
421	428	460	460
179	286	220	314
228	317	274	343
265	329	292	355
301	299	332	318
133	308	163	339
156	348	180	375
54	304	83	328
74	327	112	362
169	407	207	445
270	394	308	428
292	469	324	516
319	487	363	525
261	537	308	568
273	570	306	605
369	497	401	547
403	552	434	590
486	506	526	551
496	567	542	610
453	461	499	495
380	594	412	636
589	530	627	558
655	571	685	599
847	491	889	541
846	549	889	592
160	534	186	554
215	556	256	586
137	581	177	617
0	558	13	580
0	715	18	743
156	644	178	670
212	625	243	654
587	618	617	653
519	717	548	750
347	715	387	752
311	760	342	779
293	765	329	792
234	760	271	799
169	727	204	762
417	803	447	832
521	784	572	810
668	750	709	785
20	780	70	811
34	803	69	825
66	809	116	845
69	902	108	932
131	831	162	868
135	956	173	991
204	974	252	1026
234	943	303	990
381	890	430	922
454	945	497	979
762	826	807	862
791	731	833	758
909	649	947	683
939	719	968	742
940	725	970	752
820	663	852	701
833	684	874	726
867	808	905	839
923	864	959	887
918	880	938	918
772	857	801	885
809	867	836	892
797	809	840	848
715	868	746	893
742	881	767	906
823	961	848	987
604	959	637	994
550	1014	597	1049
476	1042	501	1074
499	1073	525	1101
324	1133	352	1161
87	1086	113	1120
128	1158	159	1189
277	1169	310	1194
251	1175	279	1198
393	1185	434	1197
468	1187	499	1201
682	1112	716	1149
772	1023	800	1049
756	1061	786	1085
747	1090	773	1130
760	1155	791	1173
723	1174	763	1199
805	1148	833	1176
902	1074	933	1109
959	1107	996	1139
1176	978	1212	1004
1066	981	1089	1001
1159	1116	1189	1146
1084	853	1125	883
1030	779	1079	820
1436	1064	1464	1088
1245	918	1271	940
1307	864	1341	890
1333	866	1365	889
1334	822	1383	865
1448	734	1480	776
1506	802	1537	837
1540	717	1578	750
1534	1006	1563	1035
1503	1058	1525	1079
1516	1086	1540	1108
1535	1098	1562	1126
1443	1103	1482	1136
1413	1124	1451	1150
1484	1176	1519	1201
1373	1166	1397	1188
1342	1153	1375	1172
1284	1158	1331	1196
1244	1180	1284	1198
1296	741	1324	772
1276	706	1301	732
1242	686	1278	715
1233	669	1261	695
1172	668	1208	697
1233	625	1268	654
1183	597	1217	628
1202	587	1227	609
1127	599	1160	627
1097	610	1132	639
1129	559	1163	596
1131	542	1174	573
1204	552	1238	588
1041	478	1086	516
1463	566	1494	595
1469	534	1496	564
1581	383	1601	418
1507	320	1544	353
1477	307	1521	334
1488	286	1520	314
1211	110	1250	152
1117	100	1160	136
973	236	1006	262
953	258	993	288
1100	343	1131	372
1015	344	1041	373
1083	378	1124	415
1039	414	1094	446
1132	337	1172	378
1171	379	1198	409
1140	287	1173	316
1161	310	1197	341
1042	275	1071	300
1098	239	1125	264
1133	235	1165	286
916	0	958	21
956	10	999	36
947	1	989	23
1183	47	1219	80
1203	-1	1242	16
1369	10	1398	33
1360	53	1399	81
1500	40	1536	70
1497	0	1530	26
1480	5	1511	30
1418	0	1461	30
1585	136	1600	167
1574	167	1600	185
1566	805	1592	829
1354	0	1408	18
