x1	y1	x2	y2
574	172	630	239
361	259	411	277
353	268	411	286
790	255	862	300
718	106	788	138
651	536	696	559
29	471	72	512
40	716	88	766
412	971	452	1017
355	1150	407	1194
1275	700	1330	749
1302	754	1344	786
1320	777	1342	826
1278	770	1328	828
1318	857	1347	896
1358	876	1377	916
1311	904	1355	949
1289	902	1362	968
1374	891	1410	933
1380	927	1422	950
1470	1032	1510	1080
1528	1101	1565	1146
1141	938	1199	964
1059	1056	1116	1129
1317	1045	1357	1097
1299	1064	1323	1093
1146	809	1219	849
1232	961	1273	996
1153	575	1210	649
1233	630	1278	668
985	432	1057	502
1443	453	1511	497
1159	240	1207	288
962	250	999	304
958	215	984	240
1035	211	1090	246
1090	180	1175	204
1185	165	1228	194
