x1	y1	x2	y2
6	349	68	370
89	249	135	279
513	81	551	140
110	546	139	569
242	558	269	580
707	206	768	282
693	280	727	310
784	208	814	248
843	37	887	75
923	76	966	120
730	118	755	146
758	387	771	414
933	451	984	505
912	466	941	498
565	465	586	489
859	517	883	546
162	759	197	784
313	691	356	716
355	757	386	805
595	687	655	718
547	689	591	728
463	992	513	1026
733	798	812	864
888	1156	926	1199
1031	881	1066	925
1065	894	1099	934
1134	726	1176	772
1256	875	1334	901
1246	811	1302	843
1379	1087	1410	1136
1098	124	1198	140
1296	242	1341	293
1509	314	1593	360
