x1	y1	x2	y2	celltype
36	8	69	43	2
36	-1	71	12	2
80	-1	115	26	2
336	0	373	28	2
72	64	103	100	2
55	71	80	101	2
5	80	34	104	2
0	103	28	136	2
194	186	221	223	2
151	94	202	150	3
203	94	231	130	2
190	77	219	108	2
136	138	172	170	2
201	156	231	185	2
220	126	250	155	2
255	57	321	100	1
346	73	376	104	2
376	87	410	126	2
529	84	564	122	3
676	211	719	252	3
807	311	844	342	3
643	307	682	354	3
698	346	734	385	3
558	270	606	312	3
664	380	713	432	3
695	450	737	498	3
720	518	750	566	3
593	140	672	201	1
554	35	587	64	2
540	48	561	71	2
407	0	450	21	2
451	1	485	9	2
449	11	484	37	2
553	2	587	29	2
482	1	524	13	2
615	9	649	34	2
701	9	731	33	2
787	1	813	21	2
630	63	669	89	3
702	67	731	93	2
733	69	762	97	2
721	45	769	85	2
658	158	702	190	2
705	161	735	190	2
723	157	757	194	2
699	139	729	165	2
685	161	726	186	2
805	183	835	209	2
768	206	807	243	2
746	210	787	247	2
812	214	847	246	2
714	282	754	315	2
334	150	381	184	3
304	194	343	226	2
374	216	406	238	2
355	249	390	279	2
330	259	354	284	2
208	251	249	287	2
209	279	237	317	2
159	333	189	365	2
136	358	174	398	2
261	373	303	406	2
358	352	393	385	2
416	366	455	399	2
383	373	413	406	2
446	228	467	258	2
484	233	505	254	2
510	185	562	219	3
552	191	593	222	2
590	250	623	275	2
483	269	525	297	2
477	299	504	318	2
597	340	627	364	2
628	369	677	413	2
727	405	752	431	2
743	406	771	434	2
777	404	803	432	2
745	288	793	346	1
841	367	867	403	2
867	390	906	423	2
857	437	891	477	2
889	442	916	463	2
914	431	937	454	2
833	448	862	475	2
790	468	834	505	2
616	443	650	471	2
555	513	584	539	2
625	526	651	556	2
453	518	485	557	2
470	524	500	571	2
448	552	481	581	2
548	544	595	586	3
282	466	305	505	3
211	471	247	501	2
164	542	192	569	2
50	329	97	390	3
87	348	136	396	3
126	400	164	437	3
140	442	170	493	3
109	518	156	558	3
10	540	61	584	3
24	543	73	576	2
-1	384	32	438	3
-1	301	27	361	3
-1	302	19	327	2
36	309	73	360	3
0	250	7	273	1
40	361	66	390	1
109	450	124	478	3
-1	487	31	518	3
3	412	64	463	1
18	466	53	492	2
296	527	320	541	2
297	537	326	560	2
326	95	357	122	2
392	132	438	171	2
482	102	517	130	2
696	564	732	623	3
633	762	675	828	3
69	883	105	944	3
179	558	265	627	1
501	607	566	690	1
410	812	528	904	1
404	777	480	853	1
279	851	358	919	1
734	743	816	824	1
722	930	790	1013	1
557	979	618	1058	1
623	951	671	1037	1
552	921	631	997	1
335	628	389	662	2
389	624	428	661	2
386	653	425	702	2
230	712	248	735	2
81	681	126	707	2
90	697	126	734	2
50	627	150	689	1
174	645	194	684	3
88	744	164	793	1
23	735	54	762	2
0	779	31	813	2
60	758	96	795	2
56	797	93	827	2
82	797	121	837	2
187	867	218	897	2
38	866	78	906	2
164	980	197	1009	2
159	940	210	968	2
344	925	379	968	2
325	924	349	951	2
306	875	345	913	2
370	824	409	845	3
296	768	320	809	3
303	732	333	764	2
281	727	309	771	3
345	777	388	815	2
444	719	473	753	3
471	686	513	720	3
456	713	517	750	2
543	821	574	855	2
