x1	y1	x2	y2
809	212	895	294
1016	292	1054	346
1059	297	1080	347
1040	376	1070	425
907	348	964	389
1023	446	1053	484
974	557	1007	606
943	591	980	633
1568	323	1598	348
1554	356	1599	392
1499	345	1562	380
1464	376	1530	416
1424	381	1495	434
1373	429	1463	511
540	294	586	327
326	74	393	120
13	214	83	251
397	4	453	57
417	26	459	68
757	553	792	594
60	463	113	507
182	480	234	519
123	1118	184	1187
201	843	238	880
188	926	223	959
75	785	133	838
706	1006	767	1059
659	1091	716	1123
885	890	946	939
818	799	843	850
1061	912	1109	938
1118	918	1181	950
1172	906	1251	981
1315	966	1351	1009
1233	1100	1270	1126
1215	1104	1277	1137
1146	1166	1192	1198
1406	903	1432	940
1242	1064	1275	1095
1404	517	1431	561
1359	915	1402	939
954	651	1031	711
626	1149	673	1180
0	883	97	969
0	767	49	817
1	18	70	76
927	178	983	231
986	132	1018	170
965	84	998	116
1198	0	1261	23
1349	466	1390	498
1366	479	1395	518
